neighborhood,title,price,bedrooms,pid,longitude,date,subregion,link,latitude,sqft
 (san anselmo),"Short-term lease opp. in Sleepy Hollow, stunning 5br/4 full bath",$5500,   / 5br - 3986ft² -    ,4047135546,,Sep 18 2013,North Bay,/nby/apa/4047135546.html,,   / 5br - 3986ft² -    
 (napa county),Beautiful and Unique Victorian Farmhouse in Calistoga,$2500,   / 2br - 1635ft² -    ,4076865862,-122.584977,Sep 18 2013,North Bay,/nby/apa/4076865862.html,38.576915,   / 2br - 1635ft² -    
 (san rafael),"***Upscale Condo, Fully Remodeled/ 2br, 1ba- Very quite & peaceful***",$2100,   / 2br - 1000ft² -    ,4068370790,-122.585500,Sep 18 2013,North Bay,/nby/apa/4068370790.html,38.033900,   / 2br - 1000ft² -    
 (santa rosa),Modern Estate Home With AuPair Quarter,$5100,   / 4br - 5620ft² -    ,4076810488,-122.714430,Sep 18 2013,North Bay,/nby/apa/4076810488.html,38.440470,   / 4br - 5620ft² -    
 (napa county),Beautiful house for rent in City of Napa,$1800,   / 3br -    ,4062055504,,Sep 18 2013,North Bay,/nby/apa/4062055504.html,,   / 3br -    
 (petaluma),Country living yet Close to Town ,$1600,   / 1br - 850ft² -    ,4076819794,-122.737099,Sep 18 2013,North Bay,/nby/apa/4076819794.html,38.306015,   / 1br - 850ft² -    
 (santa rosa),"Call Today, Rent Today - Beautiful Apt Has Everything! ",$1295,   / 1br - 866ft² -    ,4076810624,,Sep 18 2013,North Bay,/nby/apa/4076810624.html,,   / 1br - 866ft² -    
 (Pt. San Quentin),Come Live at the BEACH!!!   ♥  ♥  ♥,$1400,      ,4072295557,,Sep 18 2013,North Bay,/nby/apa/4072295557.html,,      
 (Santa Rosa),Beautiful Home Available Now! - There's Nothing You Won't Love 100,$1475,   / 2br -    ,4076809912,,Sep 18 2013,North Bay,/nby/apa/4076809912.html,,   / 2br -    
 (mendocino county),House for Lease Mendocino,$2000,   / 3br - 2000ft² -    ,4076794320,,Sep 18 2013,North Bay,/nby/apa/4076794320.html,,   / 3br - 2000ft² -    
 (san jose south),GORGEOUS 1BD/1BA AT A REDUCED RATE! MOVE-IN TODAY!! ,$1695,   / 1br -    ,4075417832,-121.838561,Sep 18 2013,South Bay,/sby/apa/4075417832.html,37.275733,   / 1br -    
 (san jose south),Open House: Friday from 4-5:30PM Beautiful house 3B&2.5B,$2450,   / 3br - 1757ft² -    ,4062697674,-121.843344,Sep 18 2013,South Bay,/sby/apa/4062697674.html,37.292354,   / 3br - 1757ft² -    
 (los gatos),Beautiful 2 Bedroom Apartment 3 Blocks From Downtown Los Gatos,$3495,   / 2br -    ,4075441755,-121.986106,Sep 18 2013,South Bay,/sby/apa/4075441755.html,37.225871,   / 2br -    
,Waiting List Now Open!,$1232,   / 1br - 706ft² -    ,4075418413,,Sep 18 2013,South Bay,/sby/apa/4075418413.html,,   / 1br - 706ft² -    
 (santa clara),*****    Incredible Value! ** RENT ONLINE TODAY,$1683,   / 1br - 664ft² -    ,4075434824,,Sep 18 2013,South Bay,/sby/apa/4075434824.html,,   / 1br - 664ft² -    
 (sunnyvale),Pets Welcome here at SHADOWBROOK APARTMENTS in Sunnyvale ,$1757,   / 565ft² -    ,4075434618,,Sep 18 2013,South Bay,/sby/apa/4075434618.html,,   / 565ft² -    
 (san jose south),"Large Fitness Room, Water & Garbage paid!",$1410,   / 1br - 611ft² -    ,4075385840,,Sep 18 2013,South Bay,/sby/apa/4075385840.html,,   / 1br - 611ft² -    
 (san jose south),3BR/2.5BA South San Jose Single Family Home for Rent- $2590,$2590,   / 3br - 1457ft² -    ,4067532836,,Sep 18 2013,South Bay,/sby/apa/4067532836.html,,   / 3br - 1457ft² -    
" (Vallejo, Vacaville, Pinole)",***COMFORTABLE AND CONVENIENT FOR YOUR WAY OF LIFE*** (707) 643-1100,$1125,   / 1br - 730ft² -    ,4076497672,-122.241874,Sep 18 2013,East Bay,/eby/apa/4076497672.html,38.083062,   / 1br - 730ft² -    
 (hayward / castro valley),The Timbers is The Perfect Place to Call Home!!!,$1745,   / 1br - 751ft² -    ,4076642504,-122.089102,Sep 18 2013,East Bay,/eby/apa/4076642504.html,37.648098,   / 1br - 751ft² -    
 (concord / pleasant hill / martinez),Roomy One Bedroom With Washer & Dryer! Easy Access To Freeway!,$1952,   / 1br - 748ft² -    ,4076419593,-122.033472,Sep 18 2013,East Bay,/eby/apa/4076419593.html,37.972959,   / 1br - 748ft² -    
 (hayward / castro valley),Castro Valley small back house/Cottage,$1150,   / 1br -    ,4066965642,,Sep 18 2013,East Bay,/eby/apa/4066965642.html,,   / 1br -    
 (pittsburg / antioch),BEAUTIFUL PET FRIENDLY COMMUNITY!!  UPDATED!  ACTIVE! FUN!  ,$1140,   / 1br - 642ft² -    ,4076428227,,Sep 18 2013,East Bay,/eby/apa/4076428227.html,,   / 1br - 642ft² -    
" (hercules, pinole, san pablo, el sob)",3 Bedroom and 1 Bath Single House,$1700,   / 3br - 1600ft² -    ,4076427105,-122.336259,Sep 18 2013,East Bay,/eby/apa/4076427105.html,37.949923,   / 3br - 1600ft² -    
 (berkeley north / hills),"2 Bedroom 2Bath, North Berkeley Apartment ",$2699,   / 2br -    ,4076292215,-122.268280,Sep 18 2013,East Bay,/eby/apa/4076292215.html,37.878425,   / 2br -    
 (oakland piedmont / montclair),Contemporary Montclair One Bedroom Condominium Walk to Village Coming Soon!,$1995,   / 1br - 803ft² -    ,4076221917,,Sep 18 2013,East Bay,/eby/apa/4076221917.html,,   / 1br - 803ft² -    
 (richmond / point / annex),"3BD/1BATH/$1,569 and $500 deposit Section 8 OK",$1569,   / 3br -    ,4019395507,,Sep 18 2013,East Bay,/eby/apa/4019395507.html,,   / 3br -    
 (danville / san ramon),Make Bridges at San Ramon your home!,$2055,   / 2br - 750ft² -    ,4076250874,-121.948453,Sep 18 2013,East Bay,/eby/apa/4076250874.html,37.760858,   / 2br - 750ft² -    
 (oakland lake merritt / grand),Victorian 3-bedroom with amazing features & storage!,$2100,   / 3br -    ,4076281330,-122.242679,Sep 18 2013,East Bay,/eby/apa/4076281330.html,37.802527,   / 3br -    
 (hayward / castro valley),"AzariPM: Newly Remodeled 3br/1.5ba Home - Near Freeway, Walk to BART",$2049,   / 3br - 1442ft² -    ,4069647129,-122.090645,Sep 18 2013,East Bay,/eby/apa/4069647129.html,37.664474,   / 3br - 1442ft² -    
 (san leandro),1 Bedroom Singular Downstairs Unit - San Leandro (Estudillo),$1150,   / 625ft² -    ,4076312510,-122.154601,Sep 18 2013,East Bay,/eby/apa/4076312510.html,37.727348,   / 625ft² -    
 (brentwood / oakley),RENTED Can RENT yours too!!  Brand New Home,$2450,   / 5br - 2846ft² -    ,4059095802,-121.703600,Sep 18 2013,East Bay,/eby/apa/4059095802.html,37.994000,   / 5br - 2846ft² -    
 (oakland east),3 Bed 1 Bath Duplex w/ cherry wood kitchen cabinets,$1500,   / 3br -    ,4076262507,-122.270800,Sep 18 2013,East Bay,/eby/apa/4076262507.html,37.804370,   / 3br -    
 (oakland east),Apartamento de 2 recamaras con basura y agua incluida.,$1300,   / 2br -    ,4076209311,-122.250000,Sep 18 2013,East Bay,/eby/apa/4076209311.html,37.500000,   / 2br -    
 (353 Grand Avenue. Oakland),$0 Application Fee - OPEN HOUSE Today!!! * $250 Off 1st Month Rent*,$1495,   / 2br -    ,4076158254,-122.256562,Sep 18 2013,East Bay,/eby/apa/4076158254.html,37.809509,   / 2br -    
 (brentwood / oakley),Beautiful Brentwood home!,,     ,4065664634,,Sep 18 2013,East Bay,/eby/apa/4065664634.html,,     
 (353 Grand Avenue. Oakland),OPEN HOUSE TODAY 9/18.* $0 Application Fee & $250 OFF 1st Month Rent *,$1495,   / 2br -    ,4076229532,-122.256562,Sep 18 2013,East Bay,/eby/apa/4076229532.html,37.809509,   / 2br -    
 (san leandro),2 Br 1.5 bath condo gated community,$1595,   / 2br - 985ft² -    ,4076157231,,Sep 18 2013,East Bay,/eby/apa/4076157231.html,,   / 2br - 985ft² -    
 (dublin / pleasanton / livermore),"Open Kitchen & Dining, Spacious Living!",$2100,   / 2br - 887ft² -    ,4076185705,,Sep 18 2013,East Bay,/eby/apa/4076185705.html,,   / 2br - 887ft² -    
 (fairfield / vacaville),Dont let this pass you by! Reserve for October Move-in!,$1025,   / 1br - 629ft² -    ,4076226653,-122.042000,Sep 18 2013,East Bay,/eby/apa/4076226653.html,38.240800,   / 1br - 629ft² -    
 (oakland piedmont / montclair),Piedmont Avenue Craftsman's Style Three Plus Plus Bedroom Coming October 1st!,$4000,   / 3br - 1938ft² -    ,4076121073,,Sep 18 2013,East Bay,/eby/apa/4076121073.html,,   / 3br - 1938ft² -    
 (dublin / pleasanton / livermore),"In The Lookout For A 3X2 & Private Garage? Hurry, Before It Is Gone!",$2845,   / 3br - 1321ft² -    ,4076224240,-121.886959,Sep 18 2013,East Bay,/eby/apa/4076224240.html,37.709764,   / 3br - 1321ft² -    
 (richmond / point / annex),Beautiful Newly Remodeled Apt. Section 8 OK,$1250,   / 2br -    ,4076223808,-122.322968,Sep 18 2013,East Bay,/eby/apa/4076223808.html,37.926258,   / 2br -    
 (danville / san ramon),2nd floor with detached garage attached!!!this is home,$1739,   / 1br - 890ft² -    ,4076038887,,Sep 18 2013,East Bay,/eby/apa/4076038887.html,,   / 1br - 890ft² -    
 (oakland hills / mills),Beautiful Mid-Century Modern Home in the Oakland Hills,$4250,   / 3br - 1450ft² -    ,4076036483,-122.144408,Sep 18 2013,East Bay,/eby/apa/4076036483.html,37.760062,   / 3br - 1450ft² -    
 (dublin / pleasanton / livermore),$99 move-in special on approved credit! Free September rent!,$3204,   / 3br - 1447ft² -    ,4076000615,-121.929531,Sep 18 2013,East Bay,/eby/apa/4076000615.html,37.701207,   / 3br - 1447ft² -    
 (pittsburg / antioch),3 bed 1 bath very unique home with lots of space! - SELECT 1 REALTY ,$1245,   / 3br - 1100ft² -    ,4075985128,-121.798343,Sep 18 2013,East Bay,/eby/apa/4075985128.html,38.008729,   / 3br - 1100ft² -    
 (oakland piedmont / montclair),"Modern, Bright Apartment on Piedmont Ave",$1775,   / 1br - 675ft² -    ,4076016026,-122.252080,Sep 18 2013,East Bay,/eby/apa/4076016026.html,37.827527,   / 1br - 675ft² -    
 (danville / san ramon),Spacious one bedroom with washer and Dryer!!,$1589,   / 1br - 775ft² -    ,4076034037,,Sep 18 2013,East Bay,/eby/apa/4076034037.html,,   / 1br - 775ft² -    
 (walnut creek),All Inclusive Temporary Housing ,,  2br -    ,4075638044,,Sep 18 2013,East Bay,/eby/apa/4075638044.html,,  2br -    
 (fairfield / vacaville),1156 Ironwood Court (Fairfield),$2245,   / 4br - 2598ft² -    ,4076003258,-122.008948,Sep 18 2013,East Bay,/eby/apa/4076003258.html,38.285269,   / 4br - 2598ft² -    
 (richmond / point / annex),"2318 Brooks Ave, #1, Richmond, CA 94804 (xst-23rd St)	",$925,   / 1br -    ,4076012785,-122.347259,Sep 18 2013,East Bay,/eby/apa/4076012785.html,37.940887,   / 1br -    
 (walnut creek),Roomy 1BR and 2BR Apartments Available near BART Station,$1767,   / 1br - 726ft² -    ,4075879759,-122.066444,Sep 18 2013,East Bay,/eby/apa/4075879759.html,37.901224,   / 1br - 726ft² -    
" (hercules, pinole, san pablo, el sob)",Newly Renovated 3-Bedroom in Crockett ,$1395,   / 3br -    ,4071593605,-122.225279,Sep 18 2013,East Bay,/eby/apa/4071593605.html,38.053120,   / 3br -    
 (brentwood / oakley)," MANY Upgrades, 1 story 3 bed, 2 bath Brentwood - SELECT 1 REALTY  ",$1800,   / 3br - 1700ft² -    ,4063330112,-121.705764,Sep 18 2013,East Bay,/eby/apa/4063330112.html,37.932102,   / 3br - 1700ft² -    
 (brentwood / oakley), Very nice 3 bed 2.5 bath Brentwood - SELECT 1 REALTY ,$1750,   / 3br - 1530ft² -    ,4063336994,-121.709854,Sep 18 2013,East Bay,/eby/apa/4063336994.html,37.936449,   / 3br - 1530ft² -    
 (fremont / union city / newark),Washer/dryer in your home and hardwood floors!,$1840,   / 1br - 704ft² -    ,4075946287,-121.964081,Sep 18 2013,East Bay,/eby/apa/4075946287.html,37.558079,   / 1br - 704ft² -    
 (fremont / union city / newark),This Apartment Will Brighten Your Day Once You See It!,$1584,   / 1br -    ,4075907251,,Sep 18 2013,East Bay,/eby/apa/4075907251.html,,   / 1br -    
 (vallejo / benicia),Nice Cozy Studio with New Carpet in a secured gated building Near Shop,$700,      ,4061461474,-122.252660,Sep 18 2013,East Bay,/eby/apa/4061461474.html,38.136438,      
 (fremont / union city / newark),HUGE 1 BEDROOM IN FREMONT! PAID UTILITIES PLUS MOVE IN BONUS!,$1575,   / 1br - 650ft² -    ,4075913333,-122.021172,Sep 18 2013,East Bay,/eby/apa/4075913333.html,37.572235,   / 1br - 650ft² -    
 (fremont / union city / newark),Studio 500 sq ft Ground Floor,$1175,   / 500ft² -    ,4075656570,,Sep 18 2013,East Bay,/eby/apa/4075656570.html,,   / 500ft² -    
 (pittsburg / antioch),"Amazing Apartments for rent Call for DETAILS AMAZING 2 BEDROOM 1 BA, ",$850,   / 2br -    ,4071465737,-121.809987,Sep 18 2013,East Bay,/eby/apa/4071465737.html,37.997521,   / 2br -    
 (brentwood / oakley),R.V. Living - Trailer Space Available,$485,      ,4047779910,-121.750765,Sep 18 2013,East Bay,/eby/apa/4047779910.html,38.005121,      
 (danville / san ramon),Last One Bedroom Available!!!,$1925,   / 1br - 950ft² -    ,4075923060,-121.978020,Sep 18 2013,East Bay,/eby/apa/4075923060.html,37.779930,   / 1br - 950ft² -    
 (pittsburg / antioch),4 Bedroom 3 Bathroom 3 Car Garage Hardwood Floor,$2000,   / 4br - 2258ft² -    ,4061530238,-121.775800,Sep 18 2013,East Bay,/eby/apa/4061530238.html,37.965800,   / 4br - 2258ft² -    
 (oakland east),"SPACIOUS 2 BED 1 BATH UNIT IN OAKLAND,COMING SOON",$1200,   / 2br -    ,4076101585,,Sep 18 2013,East Bay,/eby/apa/4076101585.html,,   / 2br -    
 (oakland east),4 BED 2 BATH REMODELED HOME WITH A VIEW,$1995,   / 4br -    ,4048666446,,Sep 18 2013,East Bay,/eby/apa/4048666446.html,,   / 4br -    
 (lafayette / orinda / moraga),4 BED 2.5 BATH HOME IN BURTON VALLEY LAFAYETTE,$4495,   / 4br - 2600ft² -    ,4067688259,,Sep 18 2013,East Bay,/eby/apa/4067688259.html,,   / 4br - 2600ft² -    
 (pittsburg / antioch),4 BED 2.5 BATH HOME IN ANTIOCH,$2195,   / 4br -    ,4076157705,,Sep 18 2013,East Bay,/eby/apa/4076157705.html,,   / 4br -    
 (concord / pleasant hill / martinez),Come Home to Serenity and Luxury!,$1610,   / 2br - 808ft² -    ,4076157065,,Sep 18 2013,East Bay,/eby/apa/4076157065.html,,   / 2br - 808ft² -    
 (alameda),House on Lagoon - No Fee!,$3400,   / 4br -    ,4076138733,-122.264800,Sep 18 2013,East Bay,/eby/apa/4076138733.html,37.770600,   / 4br -    
 (fremont / union city / newark),Hurry By Today! This Large One Bedroom Will Rent Fast! Hurry!,$1560,   / 1br - 650ft² -    ,4076155105,,Sep 18 2013,East Bay,/eby/apa/4076155105.html,,   / 1br - 650ft² -    
 (dublin / pleasanton / livermore),2406ft²-Mountain House for rent immed *OPEN HOUSE* Sep21&Sep22 10to5P ,$2095,   / 4br - 2406ft² -    ,4076132915,-121.539700,Sep 18 2013,East Bay,/eby/apa/4076132915.html,37.769500,   / 4br - 2406ft² -    
 (hayward / castro valley),"Two Pools, Walk to BART, Private Patio, Modern Kitchen",$1450,   / 1br - 719ft² -    ,4076153610,-122.083821,Sep 18 2013,East Bay,/eby/apa/4076153610.html,37.680292,   / 1br - 719ft² -    
 (hayward / castro valley),Largest One Bedroom Coming Soon!,$1631,   / 1br - 797ft² -    ,4076132677,,Sep 18 2013,East Bay,/eby/apa/4076132677.html,,   / 1br - 797ft² -    
 (fremont / union city / newark),Top floor apartment in a bright location,$2380,   / 2br - 1150ft² -    ,4076151865,,Sep 18 2013,East Bay,/eby/apa/4076151865.html,,   / 2br - 1150ft² -    
 (fremont / union city / newark),1 bedrooms available October! Great location near BART!,$1870,   / 1br - 761ft² -    ,4075823888,-121.971760,Sep 18 2013,East Bay,/eby/apa/4075823888.html,37.543897,   / 1br - 761ft² -    
 (pittsburg / antioch),Check out this amazing 1x1 home! Call us and make it YOUR's today!,$1140,   / 1br - 642ft² -    ,4075869798,,Sep 18 2013,East Bay,/eby/apa/4075869798.html,,   / 1br - 642ft² -    
 (pittsburg / antioch),"4br/2ba House, Garage, Yard",$2200,   / 4br - 1670ft² -    ,4075825618,,Sep 18 2013,East Bay,/eby/apa/4075825618.html,,   / 4br - 1670ft² -    
 (dublin / pleasanton / livermore),RENT NOW AND ENJOY HALLOWEEN WITH US AT PLEASANTON GLEN,$2158,   / 2br - 980ft² -    ,4075769179,-121.866167,Sep 18 2013,East Bay,/eby/apa/4075769179.html,37.662831,   / 2br - 980ft² -    
 (dublin / pleasanton / livermore),You don't want to miss this chance!!,$3169,   / 3br - 1447ft² -    ,4075768622,,Sep 18 2013,East Bay,/eby/apa/4075768622.html,,   / 3br - 1447ft² -    
 (fairfield / vacaville),"A Home of Distinction for the Price of Humility, Fountains Included!!",$1499,   / 2br - 1063ft² -    ,4075795760,-122.012357,Sep 18 2013,East Bay,/eby/apa/4075795760.html,38.275976,   / 2br - 1063ft² -    
 (fremont / union city / newark),eaves on down the road.,$1730,   / 2br - 830ft² -    ,4075806640,-122.022177,Sep 18 2013,East Bay,/eby/apa/4075806640.html,37.585422,   / 2br - 830ft² -    
 (pittsburg / antioch),Great Studio,$650,   / 1br -    ,4075859488,-121.886642,Sep 18 2013,East Bay,/eby/apa/4075859488.html,38.028700,   / 1br -    
 (walnut creek),Recently Updated 2 Bedroom Townhouse in Sunset Park of Walnut Creek ,$2295,   / 2br - 1308ft² -    ,4014234759,-122.043214,Sep 18 2013,East Bay,/eby/apa/4014234759.html,37.927815,   / 2br - 1308ft² -    
 (vallejo / benicia),House in Bay Terrace/Waterfront/Bonus Room,$1850,   / 3br -    ,4075834114,,Sep 18 2013,East Bay,/eby/apa/4075834114.html,,   / 3br -    
 (fremont / union city / newark),Need to move in at the end of the Month? NO PROBLEM!,$2385,   / 2br - 1146ft² -    ,4075858060,,Sep 18 2013,East Bay,/eby/apa/4075858060.html,,   / 2br - 1146ft² -    
 (oakland piedmont / montclair),"Clean, Quiet, Spacious, Well Maintained Single-Family House",$5000,   / 4br -    ,4075747370,-122.234123,Sep 18 2013,East Bay,/eby/apa/4075747370.html,37.813920,   / 4br -    
 (hayward / castro valley),Apartments Available NOW near shopping stores!,$1050,   / 1br -    ,4075744444,-122.113875,Sep 18 2013,East Bay,/eby/apa/4075744444.html,37.664931,   / 1br -    
 (oakland hills / mills),Great location,$1900,   / 2br - 1098ft² -    ,4075769231,-122.221606,Sep 18 2013,East Bay,/eby/apa/4075769231.html,37.854211,   / 2br - 1098ft² -    
 (albany / el cerrito),"*Great, Quiet Duplex in the Hills with SF Bay View*",$1685,   / 2br -    ,4075769207,,Sep 18 2013,East Bay,/eby/apa/4075769207.html,,   / 2br -    
 (hayward / castro valley),Large Home for Family Entertaining,$1950,   / 3br - 1500ft² -    ,4075769093,-122.079731,Sep 18 2013,East Bay,/eby/apa/4075769093.html,37.633532,   / 3br - 1500ft² -    
 (walnut creek),*** Huge Studio!!! Ready Nov 1st! ***,$1345,   / 600ft² -    ,4075753474,,Sep 18 2013,East Bay,/eby/apa/4075753474.html,,   / 600ft² -    
 (concord / pleasant hill / martinez), MAKE ARCADIAN YOUR NEW HOME...,$1525,   / 2br - 870ft² -    ,4075736903,,Sep 18 2013,East Bay,/eby/apa/4075736903.html,,   / 2br - 870ft² -    
 (oakland piedmont / montclair),House with Old World Charm: Close to Piedmont Ave/Great Deck in Yard ,$3495,   / 3br -    ,4075766957,-122.249272,Sep 18 2013,East Bay,/eby/apa/4075766957.html,37.825777,   / 3br -    
 (dublin / pleasanton / livermore),"Save, Save, Save... Move To TRACY...One Bedroom Only $1298!!",$1298,   / 1br - 693ft² -    ,4075730163,,Sep 18 2013,East Bay,/eby/apa/4075730163.html,,   / 1br - 693ft² -    
 (berkeley),MOVE IN SPECIAL!! Rent your 2bd/2bth WALK TO UC Campus ,$2795,   / 2br -    ,4075608089,,Sep 18 2013,East Bay,/eby/apa/4075608089.html,,   / 2br -    
 (vallejo / benicia),Lovely Apartment- Historic Area,$1090,   / 2br - 850ft² -    ,4064200342,-122.270751,Sep 18 2013,East Bay,/eby/apa/4064200342.html,38.117424,   / 2br - 850ft² -    
 (santa rosa),Trailer rental space available,,     ,4076782223,-122.742698,Sep 18 2013,North Bay,/nby/apa/4076782223.html,38.437312,     
 (napa county),REMODELED OLD TOWN COTTAGE. SPOTLESS!  WALK TO EVERYTHING...,$900,   / 1br -    ,4076746812,,Sep 18 2013,North Bay,/nby/apa/4076746812.html,,   / 1br -    
 (tiburon / belvedere),**Tiburon Waterfront 2-Bedroom with Gorgeous Views & Private Beach **,$3350,   / 2br -    ,4068394378,-122.449013,Sep 18 2013,North Bay,/nby/apa/4068394378.html,37.874528,   / 2br -    
 (mill valley),Studio In Law with private deck Mt. Tam views,$1325,   / 390ft² -    ,4039708493,-122.539326,Sep 18 2013,North Bay,/nby/apa/4039708493.html,37.890003,   / 390ft² -    
 (kentfield / ross),Fresh remodel with nature,$1900,   / 2br - 850ft² -    ,4065795373,-122.551106,Sep 18 2013,North Bay,/nby/apa/4065795373.html,37.952769,   / 2br - 850ft² -    
 (napa county),"2.5 ac., GATED ENTRY, VINEYARD VIEWS, BABBLING BROOK ... PARADISE!!!",$3000,   / 3br - 2037ft² -    ,4076689987,,Sep 18 2013,North Bay,/nby/apa/4076689987.html,,   / 3br - 2037ft² -    
 (napa county),Calistoga Lovely Garden Studio,$1195,   / 1br -    ,4076711809,,Sep 18 2013,North Bay,/nby/apa/4076711809.html,,   / 1br -    
 (rohnert pk / cotati),Find what you are looking for at The Commons Apartments!,$1395,   / 2br -    ,4076635292,-122.705905,Sep 18 2013,North Bay,/nby/apa/4076635292.html,38.344587,   / 2br -    
 (napa county),EUROPEAN STYLE DUPLEX WITH GARAGE IN DOWNTOWN NAPA,$1195,   / 1br -    ,4069033014,,Sep 18 2013,North Bay,/nby/apa/4069033014.html,,   / 1br -    
 (tiburon / belvedere),Luxury 5000 Sq Ft San Francisco Bay home,$23400,   / 3br - 5000ft² -    ,4030650835,-122.465783,Sep 18 2013,North Bay,/nby/apa/4030650835.html,37.886526,   / 3br - 5000ft² -    
 (novato),IGNACIO Knock-Out CONDO,$1600,   / 1br - 680ft² -    ,4076662812,-122.539093,Sep 18 2013,North Bay,/nby/apa/4076662812.html,38.064181,   / 1br - 680ft² -    
 (santa rosa),Beautiful Skyhawk Home,$3395,   / 6br - 3400ft² -    ,4048635510,,Sep 18 2013,North Bay,/nby/apa/4048635510.html,,   / 6br - 3400ft² -    
 (santa rosa),Beautiful Home in Great Neighborhood!,$1800,   / 3br - 1500ft² -    ,4029247508,,Sep 18 2013,North Bay,/nby/apa/4029247508.html,,   / 3br - 1500ft² -    
 (healdsburg / windsor),Beautiful 3Bed/2Ba Home in Vintage Greens!,$2100,   / 3br -    ,4056981195,,Sep 18 2013,North Bay,/nby/apa/4056981195.html,,   / 3br -    
 (santa rosa),Beautiful Fully Upgraded Condo!,$2350,   / 3br -    ,4058984357,,Sep 18 2013,North Bay,/nby/apa/4058984357.html,,   / 3br -    
 (santa rosa),"Very Nice 2 Bed/1 Bath, Apt with Office Room!",$1150,   / 2br -    ,4058989891,,Sep 18 2013,North Bay,/nby/apa/4058989891.html,,   / 2br -    
 (santa rosa),Nice 2Bed/1Ba Single Story Condo!,$1050,   / 2br -    ,4060642964,,Sep 18 2013,North Bay,/nby/apa/4060642964.html,,   / 2br -    
 (san rafael),sunny one bedroom,$975,   / 1br -    ,4076272577,-122.516201,Sep 18 2013,North Bay,/nby/apa/4076272577.html,37.962823,   / 1br -    
 (Ukiah),Awesome Neigbors!,$900,   / 2br - 850ft² -    ,4065801875,-123.205285,Sep 18 2013,North Bay,/nby/apa/4065801875.html,39.152490,   / 2br - 850ft² -    
 (sausalito),Brand New Carpeting in Your New Home? - Why Yes!,$1495,   / 460ft² -    ,4076242534,-122.486983,Sep 18 2013,North Bay,/nby/apa/4076242534.html,37.850727,   / 460ft² -    
 (rohnert pk / cotati),2bd/1ba with W/D Avail NOW!,$1745,   / 2br - 932ft² -    ,4067299534,,Sep 18 2013,North Bay,/nby/apa/4067299534.html,,   / 2br - 932ft² -    
 (rohnert pk / cotati),One Bedroom in Colorful Community Surrounded by Trees!,$1307,   / 1br -    ,4076252135,-122.700142,Sep 18 2013,North Bay,/nby/apa/4076252135.html,38.345120,   / 1br -    
 (rohnert pk / cotati),Upstairs Two Bedroom Two Bath Available October 5! Free Accent Wall!,$1578,   / 2br -    ,4076241057,-122.700142,Sep 18 2013,North Bay,/nby/apa/4076241057.html,38.345120,   / 2br -    
 (san jose south),BEAUTIFUL 2BD/2.5BA TOWNHOME WITH DUAL MASTERBEDROOM SUITES! ,$2165,   / 2br -    ,4075431301,-121.838561,Sep 18 2013,South Bay,/sby/apa/4075431301.html,37.275733,   / 2br -    
 (san jose west),Lovely Corner Home ~ Quiet Oasis of Peace & Joy ~ Pool & Spa + Gym,$3399,   / 3br - 1327ft² -    ,4075413344,,Sep 18 2013,South Bay,/sby/apa/4075413344.html,,   / 3br - 1327ft² -    
 (berkeley),"Great Large N. Berkeley 1 bed, could easily be used as 2bed! Near UC! ",$1575,   / 1br -    ,4071028820,-122.267180,Sep 18 2013,East Bay,/eby/apa/4071028820.html,37.876825,   / 1br -    
 (fairfield / vacaville),Experience Life Like Never Before!,$1248,   / 1br - 708ft² -    ,4076311274,-121.974239,Sep 18 2013,East Bay,/eby/apa/4076311274.html,38.346283,   / 1br - 708ft² -    
 (oakland lake merritt / grand),"One Bedroom + Office, Hardwood Floors, Dishwasher, Gated Parking",$1445,   / 1br -    ,4076195054,-122.248688,Sep 18 2013,East Bay,/eby/apa/4076195054.html,37.798739,   / 1br -    
 (walnut creek),Pet Friendly!! Close to Downtown,$1450,   / 1br - 800ft² -    ,4076209029,,Sep 18 2013,East Bay,/eby/apa/4076209029.html,,   / 1br - 800ft² -    
 (hayward / castro valley),1X1 with a ton of charm!!!,$1734,   / 1br - 662ft² -    ,4076196352,,Sep 18 2013,East Bay,/eby/apa/4076196352.html,,   / 1br - 662ft² -    
 (fairfield / vacaville),Newer 3br.2.5ba.2car garage duplex home across f/ Padan Park,$1650,   / 3br -    ,4063016381,,Sep 18 2013,East Bay,/eby/apa/4063016381.html,,   / 3br -    
 (oakland east),Spacious and Private Duplex For Rent,$1695,   / 3br -    ,4036287845,,Sep 18 2013,East Bay,/eby/apa/4036287845.html,,   / 3br -    
 (vallejo / benicia),Rento Estudio Duplex en Vallejo,$650,      ,4063314397,-122.244344,Sep 18 2013,East Bay,/eby/apa/4063314397.html,38.087319,      
 (oakland east),Great 2 Bed 1 Bath apartment * Sec 8 Welcome,$1200,   / 2br -    ,4046181437,-122.169303,Sep 18 2013,East Bay,/eby/apa/4046181437.html,37.757972,   / 2br -    
 (brentwood / oakley),"Large Stunning 4 bd, 2.5 ba. Brentwood Home. ",$2495,   / 4br - 3293ft² -    ,4076218454,,Sep 18 2013,East Bay,/eby/apa/4076218454.html,,   / 4br - 3293ft² -    
 (oakland east),duplex de 3 recamaras en renta,$1500,   / 3br -    ,4046270124,-122.201293,Sep 18 2013,East Bay,/eby/apa/4046270124.html,37.762929,   / 3br -    
