country,seasonality,sex,age_group,month,unemployment,unemployment_rate
gr,sa,m,y_lt25,1999.11,71000,22.7
gr,sa,m,y_lt25,1999.12,71000,22.7
gr,sa,m,y_lt25,2000.01,68000,22
gr,sa,m,y_lt25,2000.02,68000,22
gr,sa,m,y_lt25,2000.03,68000,22
gr,sa,m,y_lt25,2000.04,68000,22.1
gr,sa,m,y_lt25,2000.05,68000,22.1
gr,sa,m,y_lt25,2000.06,68000,22.1
gr,sa,m,y_lt25,2000.07,65000,21.3
gr,sa,m,y_lt25,2000.08,65000,21.3
gr,sa,m,y_lt25,2000.09,65000,21.3
gr,sa,m,y_lt25,2000.10,61000,20.4
gr,sa,m,y_lt25,2000.11,61000,20.4
gr,sa,m,y_lt25,2000.12,61000,20.4
gr,sa,m,y_lt25,2001.01,58000,21
gr,sa,m,y_lt25,2001.02,58000,21
gr,sa,m,y_lt25,2001.03,58000,21
gr,sa,m,y_lt25,2001.04,60000,21.5
gr,sa,m,y_lt25,2001.05,60000,21.5
gr,sa,m,y_lt25,2001.06,60000,21.5
gr,sa,m,y_lt25,2001.07,61000,21.5
gr,sa,m,y_lt25,2001.08,61000,21.5
gr,sa,m,y_lt25,2001.09,61000,21.5
gr,sa,m,y_lt25,2001.10,62000,21.9
gr,sa,m,y_lt25,2001.11,62000,21.9
gr,sa,m,y_lt25,2001.12,62000,21.9
gr,sa,m,y_lt25,2002.01,58000,20.8
gr,sa,m,y_lt25,2002.02,58000,20.8
gr,sa,m,y_lt25,2002.03,58000,20.8
gr,sa,m,y_lt25,2002.04,54000,19.9
gr,sa,m,y_lt25,2002.05,54000,19.9
gr,sa,m,y_lt25,2002.06,54000,19.9
gr,sa,m,y_lt25,2002.07,53000,19.5
gr,sa,m,y_lt25,2002.08,53000,19.5
gr,sa,m,y_lt25,2002.09,53000,19.5
gr,sa,m,y_lt25,2002.10,51000,19.2
gr,sa,m,y_lt25,2002.11,51000,19.2
gr,sa,m,y_lt25,2002.12,51000,19.2
gr,sa,m,y_lt25,2003.01,50000,19.2
gr,sa,m,y_lt25,2003.02,50000,19.2
gr,sa,m,y_lt25,2003.03,50000,19.2
gr,sa,m,y_lt25,2003.04,49000,19
gr,sa,m,y_lt25,2003.05,49000,19
gr,sa,m,y_lt25,2003.06,49000,19
gr,sa,m,y_lt25,2003.07,47000,19
gr,sa,m,y_lt25,2003.08,47000,19
gr,sa,m,y_lt25,2003.09,47000,19
gr,sa,m,y_lt25,2003.10,44000,18.3
gr,sa,m,y_lt25,2003.11,44000,18.3
gr,sa,m,y_lt25,2003.12,44000,18.3
gr,sa,m,y_lt25,2004.01,55000,20.5
gr,sa,m,y_lt25,2004.02,55000,20.5
gr,sa,m,y_lt25,2004.03,55000,20.5
gr,sa,m,y_lt25,2004.04,51000,19.6
gr,sa,m,y_lt25,2004.05,51000,19.6
gr,sa,m,y_lt25,2004.06,51000,19.6
gr,sa,m,y_lt25,2004.07,45000,18.1
gr,sa,m,y_lt25,2004.08,45000,18.1
gr,sa,m,y_lt25,2004.09,45000,18.1
gr,sa,m,y_lt25,2004.10,44000,18.1
gr,sa,m,y_lt25,2004.11,44000,18.1
gr,sa,m,y_lt25,2004.12,44000,18.1
gr,sa,m,y_lt25,2005.01,43000,18.4
gr,sa,m,y_lt25,2005.02,43000,18.4
gr,sa,m,y_lt25,2005.03,43000,18.4
gr,sa,m,y_lt25,2005.04,42000,18.2
gr,sa,m,y_lt25,2005.05,42000,18.2
gr,sa,m,y_lt25,2005.06,42000,18.2
gr,sa,m,y_lt25,2005.07,44000,19.4
gr,sa,m,y_lt25,2005.08,44000,19.4
gr,sa,m,y_lt25,2005.09,44000,19.4
gr,sa,m,y_lt25,2005.10,41000,18.4
gr,sa,m,y_lt25,2005.11,41000,18.4
gr,sa,m,y_lt25,2005.12,41000,18.4
gr,sa,m,y_lt25,2006.01,39000,17.6
gr,sa,m,y_lt25,2006.02,39000,17.6
gr,sa,m,y_lt25,2006.03,39000,17.6
gr,sa,m,y_lt25,2006.04,41000,18.5
gr,sa,m,y_lt25,2006.05,41000,18.5
gr,sa,m,y_lt25,2006.06,41000,18.5
gr,sa,m,y_lt25,2006.07,38000,17.3
gr,sa,m,y_lt25,2006.08,38000,17.3
gr,sa,m,y_lt25,2006.09,38000,17.3
gr,sa,m,y_lt25,2006.10,38000,17.7
gr,sa,m,y_lt25,2006.11,38000,17.7
gr,sa,m,y_lt25,2006.12,38000,17.7
gr,sa,m,y_lt25,2007.01,36000,17
gr,sa,m,y_lt25,2007.02,36000,17
gr,sa,m,y_lt25,2007.03,36000,17
gr,sa,m,y_lt25,2007.04,31000,15.2
gr,sa,m,y_lt25,2007.05,31000,15.2
gr,sa,m,y_lt25,2007.06,31000,15.2
gr,sa,m,y_lt25,2007.07,31000,15.3
gr,sa,m,y_lt25,2007.08,31000,15.3
gr,sa,m,y_lt25,2007.09,31000,15.3
gr,sa,m,y_lt25,2007.10,31000,15.6
gr,sa,m,y_lt25,2007.11,31000,15.6
gr,sa,m,y_lt25,2007.12,31000,15.6
gr,sa,m,y_lt25,2008.01,33000,16.7
gr,sa,m,y_lt25,2008.02,33000,16.7
gr,sa,m,y_lt25,2008.03,33000,16.7
gr,sa,m,y_lt25,2008.04,32000,16.1
gr,sa,m,y_lt25,2008.05,32000,16.1
gr,sa,m,y_lt25,2008.06,32000,16.1
gr,sa,m,y_lt25,2008.07,34000,17.3
gr,sa,m,y_lt25,2008.08,34000,17.3
gr,sa,m,y_lt25,2008.09,34000,17.3
gr,sa,m,y_lt25,2008.10,35000,17.8
gr,sa,m,y_lt25,2008.11,35000,17.8
gr,sa,m,y_lt25,2008.12,35000,17.8
gr,sa,m,y_lt25,2009.01,36000,18.5
gr,sa,m,y_lt25,2009.02,36000,18.5
gr,sa,m,y_lt25,2009.03,36000,18.5
gr,sa,m,y_lt25,2009.04,37000,19
gr,sa,m,y_lt25,2009.05,37000,19
gr,sa,m,y_lt25,2009.06,37000,19
gr,sa,m,y_lt25,2009.07,37000,19.3
gr,sa,m,y_lt25,2009.08,37000,19.3
gr,sa,m,y_lt25,2009.09,37000,19.3
gr,sa,m,y_lt25,2009.10,40000,21.1
gr,sa,m,y_lt25,2009.11,40000,21.1
gr,sa,m,y_lt25,2009.12,40000,21.1
gr,sa,m,y_lt25,2010.01,43000,23
gr,sa,m,y_lt25,2010.02,43000,23
gr,sa,m,y_lt25,2010.03,43000,23
gr,sa,m,y_lt25,2010.04,48000,25.6
gr,sa,m,y_lt25,2010.05,48000,25.6
gr,sa,m,y_lt25,2010.06,48000,25.6
gr,sa,m,y_lt25,2010.07,49000,26.7
gr,sa,m,y_lt25,2010.08,49000,26.7
gr,sa,m,y_lt25,2010.09,49000,26.7
gr,trend,f,y25-74,1998.04,189000,12.7
gr,trend,f,y25-74,1998.05,189000,12.7
gr,trend,f,y25-74,1998.06,189000,12.7
gr,trend,f,y25-74,1998.07,193000,12.9
gr,trend,f,y25-74,1998.08,193000,12.9
gr,trend,f,y25-74,1998.09,193000,12.9
gr,trend,f,y25-74,1998.10,197000,13
gr,trend,f,y25-74,1998.11,197000,13
gr,trend,f,y25-74,1998.12,197000,13
gr,trend,f,y25-74,1999.01,207000,13.6
gr,trend,f,y25-74,1999.02,207000,13.6
gr,trend,f,y25-74,1999.03,207000,13.6
gr,trend,f,y25-74,1999.04,218000,14.2
gr,trend,f,y25-74,1999.05,218000,14.2
gr,trend,f,y25-74,1999.06,218000,14.2
gr,trend,f,y25-74,1999.07,221000,14.4
gr,trend,f,y25-74,1999.08,221000,14.4
gr,trend,f,y25-74,1999.09,221000,14.4
gr,trend,f,y25-74,1999.10,221000,14.3
gr,trend,f,y25-74,1999.11,221000,14.3
gr,trend,f,y25-74,1999.12,221000,14.3
gr,trend,f,y25-74,2000.01,219000,14.1
gr,trend,f,y25-74,2000.02,219000,14.1
gr,trend,f,y25-74,2000.03,219000,14.1
gr,trend,f,y25-74,2000.04,217000,13.8
gr,trend,f,y25-74,2000.05,217000,13.8
gr,trend,f,y25-74,2000.06,217000,13.8
gr,trend,f,y25-74,2000.07,212000,13.5
gr,trend,f,y25-74,2000.08,212000,13.5
gr,trend,f,y25-74,2000.09,212000,13.5
gr,trend,f,y25-74,2000.10,207000,13.1
gr,trend,f,y25-74,2000.11,207000,13.1
gr,trend,f,y25-74,2000.12,207000,13.1
gr,trend,f,y25-74,2001.01,204000,13
gr,trend,f,y25-74,2001.02,204000,13
gr,trend,f,y25-74,2001.03,204000,13
gr,trend,f,y25-74,2001.04,202000,12.9
gr,trend,f,y25-74,2001.05,202000,12.9
gr,trend,f,y25-74,2001.06,202000,12.9
gr,trend,f,y25-74,2001.07,203000,13
gr,trend,f,y25-74,2001.08,203000,13
gr,trend,f,y25-74,2001.09,203000,13
gr,trend,f,y25-74,2001.10,209000,13.4
gr,trend,f,y25-74,2001.11,209000,13.4
gr,trend,f,y25-74,2001.12,209000,13.4
gr,trend,f,y25-74,2002.01,210000,13.2
gr,trend,f,y25-74,2002.02,210000,13.2
gr,trend,f,y25-74,2002.03,210000,13.2
gr,trend,f,y25-74,2002.04,209000,13
gr,trend,f,y25-74,2002.05,209000,13
gr,trend,f,y25-74,2002.06,209000,13
gr,trend,f,y25-74,2002.07,211000,12.9
gr,trend,f,y25-74,2002.08,211000,12.9
gr,trend,f,y25-74,2002.09,211000,12.9
gr,trend,f,y25-74,2002.10,211000,12.8
gr,trend,f,y25-74,2002.11,211000,12.8
gr,trend,f,y25-74,2002.12,211000,12.8
gr,trend,f,y25-74,2003.01,206000,12.4
gr,trend,f,y25-74,2003.02,206000,12.4
gr,trend,f,y25-74,2003.03,206000,12.4
gr,trend,f,y25-74,2003.04,204000,12.1
gr,trend,f,y25-74,2003.05,204000,12.1
gr,trend,f,y25-74,2003.06,204000,12.1
gr,trend,f,y25-74,2003.07,208000,12.3
gr,trend,f,y25-74,2003.08,208000,12.3
gr,trend,f,y25-74,2003.09,208000,12.3
gr,trend,f,y25-74,2003.10,219000,12.8
gr,trend,f,y25-74,2003.11,219000,12.8
gr,trend,f,y25-74,2003.12,219000,12.8
gr,trend,f,y25-74,2004.01,233000,13.5
gr,trend,f,y25-74,2004.02,233000,13.5
gr,trend,f,y25-74,2004.03,233000,13.5
gr,trend,f,y25-74,2004.04,241000,13.8
gr,trend,f,y25-74,2004.05,241000,13.8
gr,trend,f,y25-74,2004.06,241000,13.8
gr,trend,f,y25-74,2004.07,244000,13.9
gr,trend,f,y25-74,2004.08,244000,13.9
gr,trend,f,y25-74,2004.09,244000,13.9
gr,trend,f,y25-74,2004.10,242000,13.7
gr,trend,f,y25-74,2004.11,242000,13.7
gr,trend,f,y25-74,2004.12,242000,13.7
gr,trend,f,y25-74,2005.01,238000,13.4
gr,trend,f,y25-74,2005.02,238000,13.4
gr,trend,f,y25-74,2005.03,238000,13.4
gr,trend,f,y25-74,2005.04,240000,13.5
gr,trend,f,y25-74,2005.05,240000,13.5
gr,trend,f,y25-74,2005.06,240000,13.5
gr,trend,f,y25-74,2005.07,240000,13.4
gr,trend,f,y25-74,2005.08,240000,13.4
gr,trend,f,y25-74,2005.09,240000,13.4
gr,trend,f,y25-74,2005.10,230000,12.7
gr,trend,f,y25-74,2005.11,230000,12.7
gr,trend,f,y25-74,2005.12,230000,12.7
gr,trend,f,y25-74,2006.01,218000,12.1
gr,trend,f,y25-74,2006.02,218000,12.1
gr,trend,f,y25-74,2006.03,218000,12.1
gr,trend,f,y25-74,2006.04,212000,11.7
gr,trend,f,y25-74,2006.05,212000,11.7
gr,trend,f,y25-74,2006.06,212000,11.7
gr,trend,f,y25-74,2006.07,210000,11.5
gr,trend,f,y25-74,2006.08,210000,11.5
gr,trend,f,y25-74,2006.09,210000,11.5
gr,trend,f,y25-74,2006.10,210000,11.5
gr,trend,f,y25-74,2006.11,210000,11.5
gr,trend,f,y25-74,2006.12,210000,11.5
gr,trend,f,y25-74,2007.01,212000,11.5
gr,trend,f,y25-74,2007.02,212000,11.5
gr,trend,f,y25-74,2007.03,212000,11.5
gr,trend,f,y25-74,2007.04,207000,11.3
gr,trend,f,y25-74,2007.05,207000,11.3
gr,trend,f,y25-74,2007.06,207000,11.3
gr,trend,f,y25-74,2007.07,201000,10.9
gr,trend,f,y25-74,2007.08,201000,10.9
gr,trend,f,y25-74,2007.09,201000,10.9
gr,trend,f,y25-74,2007.10,196000,10.6
gr,trend,f,y25-74,2007.11,196000,10.6
gr,trend,f,y25-74,2007.12,196000,10.6
gr,trend,f,y25-74,2008.01,189000,10.2
gr,trend,f,y25-74,2008.02,189000,10.2
gr,trend,f,y25-74,2008.03,189000,10.2
gr,trend,f,y25-74,2008.04,183000,9.9
gr,trend,f,y25-74,2008.05,183000,9.9
gr,trend,f,y25-74,2008.06,183000,9.9
gr,trend,f,y25-74,2008.07,184000,9.8
gr,trend,f,y25-74,2008.08,184000,9.8
gr,trend,f,y25-74,2008.09,184000,9.8
gr,trend,f,y25-74,2008.10,192000,10.2
gr,trend,f,y25-74,2008.11,192000,10.2
gr,trend,f,y25-74,2008.12,192000,10.2
gr,trend,f,y25-74,2009.01,203000,10.8
gr,trend,f,y25-74,2009.02,203000,10.8
gr,trend,f,y25-74,2009.03,203000,10.8
gr,trend,f,y25-74,2009.04,214000,11.3
gr,trend,f,y25-74,2009.05,214000,11.3
gr,trend,f,y25-74,2009.06,214000,11.3
gr,trend,f,y25-74,2009.07,225000,11.8
gr,trend,f,y25-74,2009.08,225000,11.8
gr,trend,f,y25-74,2009.09,225000,11.8
gr,trend,f,y25-74,2009.10,236000,12.3
gr,trend,f,y25-74,2009.11,236000,12.3
gr,trend,f,y25-74,2009.12,236000,12.3
gr,trend,f,y25-74,2010.01,250000,12.9
gr,trend,f,y25-74,2010.02,250000,12.9
gr,trend,f,y25-74,2010.03,250000,12.9
gr,trend,f,y25-74,2010.04,269000,13.8
gr,trend,f,y25-74,2010.05,269000,13.8
gr,trend,f,y25-74,2010.06,269000,13.8
gr,trend,f,y25-74,2010.07,287000,14.6
gr,trend,f,y25-74,2010.08,287000,14.6
gr,trend,f,y25-74,2010.09,287000,14.6
gr,trend,f,y_lt25,1998.04,110000,40.9
gr,trend,f,y_lt25,1998.05,110000,40.9
gr,trend,f,y_lt25,1998.06,110000,40.9
gr,trend,f,y_lt25,1998.07,111000,40.9
gr,trend,f,y_lt25,1998.08,111000,40.9
gr,trend,f,y_lt25,1998.09,111000,40.9
gr,trend,f,y_lt25,1998.10,110000,40.9
gr,trend,f,y_lt25,1998.11,110000,40.9
gr,trend,f,y_lt25,1998.12,110000,40.9
gr,trend,f,y_lt25,1999.01,110000,41
gr,trend,f,y_lt25,1999.02,110000,41
gr,trend,f,y_lt25,1999.03,110000,41
gr,trend,f,y_lt25,1999.04,112000,41.3
gr,trend,f,y_lt25,1999.05,112000,41.3
gr,trend,f,y_lt25,1999.06,112000,41.3
gr,trend,f,y_lt25,1999.07,112000,41.5
gr,trend,f,y_lt25,1999.08,112000,41.5
gr,trend,f,y_lt25,1999.09,112000,41.5
gr,trend,f,y_lt25,1999.10,110000,41.2
gr,trend,f,y_lt25,1999.11,110000,41.2
gr,trend,f,y_lt25,1999.12,110000,41.2
gr,trend,f,y_lt25,2000.01,105000,39.9
gr,trend,f,y_lt25,2000.02,105000,39.9
gr,trend,f,y_lt25,2000.03,105000,39.9
gr,trend,f,y_lt25,2000.04,100000,38.7
gr,trend,f,y_lt25,2000.05,100000,38.7
gr,trend,f,y_lt25,2000.06,100000,38.7
gr,trend,f,y_lt25,2000.07,97000,37.9
gr,trend,f,y_lt25,2000.08,97000,37.9
gr,trend,f,y_lt25,2000.09,97000,37.9
gr,trend,f,y_lt25,2000.10,93000,36.9
gr,trend,f,y_lt25,2000.11,93000,36.9
gr,trend,f,y_lt25,2000.12,93000,36.9
gr,trend,f,y_lt25,2001.01,89000,36.4
gr,trend,f,y_lt25,2001.02,89000,36.4
gr,trend,f,y_lt25,2001.03,89000,36.4
gr,trend,f,y_lt25,2001.04,87000,36
gr,trend,f,y_lt25,2001.05,87000,36
gr,trend,f,y_lt25,2001.06,87000,36
gr,trend,f,y_lt25,2001.07,83000,35.3
gr,trend,f,y_lt25,2001.08,83000,35.3
gr,trend,f,y_lt25,2001.09,83000,35.3
gr,trend,f,y_lt25,2001.10,82000,35.5
gr,trend,f,y_lt25,2001.11,82000,35.5
gr,trend,f,y_lt25,2001.12,82000,35.5
gr,trend,f,y_lt25,2002.01,83000,36.1
gr,trend,f,y_lt25,2002.02,83000,36.1
gr,trend,f,y_lt25,2002.03,83000,36.1
gr,trend,f,y_lt25,2002.04,81000,35.6
gr,trend,f,y_lt25,2002.05,81000,35.6
gr,trend,f,y_lt25,2002.06,81000,35.6
gr,trend,f,y_lt25,2002.07,77000,34.7
gr,trend,f,y_lt25,2002.08,77000,34.7
gr,trend,f,y_lt25,2002.09,77000,34.7
gr,trend,f,y_lt25,2002.10,75000,34.5
gr,trend,f,y_lt25,2002.11,75000,34.5
gr,trend,f,y_lt25,2002.12,75000,34.5
gr,trend,f,y_lt25,2003.01,75000,35.2
gr,trend,f,y_lt25,2003.02,75000,35.2
gr,trend,f,y_lt25,2003.03,75000,35.2
gr,trend,f,y_lt25,2003.04,75000,36.1
gr,trend,f,y_lt25,2003.05,75000,36.1
gr,trend,f,y_lt25,2003.06,75000,36.1
gr,trend,f,y_lt25,2003.07,75000,36.9
gr,trend,f,y_lt25,2003.08,75000,36.9
gr,trend,f,y_lt25,2003.09,75000,36.9
gr,trend,f,y_lt25,2003.10,77000,38.1
gr,trend,f,y_lt25,2003.11,77000,38.1
gr,trend,f,y_lt25,2003.12,77000,38.1
gr,trend,f,y_lt25,2004.01,80000,39.1
gr,trend,f,y_lt25,2004.02,80000,39.1
gr,trend,f,y_lt25,2004.03,80000,39.1
gr,trend,f,y_lt25,2004.04,79000,38.6
gr,trend,f,y_lt25,2004.05,79000,38.6
gr,trend,f,y_lt25,2004.06,79000,38.6
gr,trend,f,y_lt25,2004.07,74000,37.3
gr,trend,f,y_lt25,2004.08,74000,37.3
gr,trend,f,y_lt25,2004.09,74000,37.3
gr,trend,f,y_lt25,2004.10,70000,36.1
gr,trend,f,y_lt25,2004.11,70000,36.1
gr,trend,f,y_lt25,2004.12,70000,36.1
gr,trend,f,y_lt25,2005.01,67000,35.2
gr,trend,f,y_lt25,2005.02,67000,35.2
gr,trend,f,y_lt25,2005.03,67000,35.2
gr,trend,f,y_lt25,2005.04,66000,35.2
gr,trend,f,y_lt25,2005.05,66000,35.2
gr,trend,f,y_lt25,2005.06,66000,35.2
gr,trend,f,y_lt25,2005.07,65000,35.4
gr,trend,f,y_lt25,2005.08,65000,35.4
gr,trend,f,y_lt25,2005.09,65000,35.4
gr,trend,f,y_lt25,2005.10,64000,35.2
gr,trend,f,y_lt25,2005.11,64000,35.2
gr,trend,f,y_lt25,2005.12,64000,35.2
gr,trend,f,y_lt25,2006.01,62000,34.8
gr,trend,f,y_lt25,2006.02,62000,34.8
gr,trend,f,y_lt25,2006.03,62000,34.8
gr,trend,f,y_lt25,2006.04,60000,34.6
gr,trend,f,y_lt25,2006.05,60000,34.6
gr,trend,f,y_lt25,2006.06,60000,34.6
gr,trend,f,y_lt25,2006.07,59000,34.9
gr,trend,f,y_lt25,2006.08,59000,34.9
gr,trend,f,y_lt25,2006.09,59000,34.9
gr,trend,f,y_lt25,2006.10,58000,34.7
gr,trend,f,y_lt25,2006.11,58000,34.7
gr,trend,f,y_lt25,2006.12,58000,34.7
gr,trend,f,y_lt25,2007.01,55000,33.7
gr,trend,f,y_lt25,2007.02,55000,33.7
gr,trend,f,y_lt25,2007.03,55000,33.7
gr,trend,f,y_lt25,2007.04,53000,32.8
gr,trend,f,y_lt25,2007.05,53000,32.8
gr,trend,f,y_lt25,2007.06,53000,32.8
gr,trend,f,y_lt25,2007.07,51000,32
gr,trend,f,y_lt25,2007.08,51000,32
gr,trend,f,y_lt25,2007.09,51000,32
gr,trend,f,y_lt25,2007.10,48000,30.6
gr,trend,f,y_lt25,2007.11,48000,30.6
gr,trend,f,y_lt25,2007.12,48000,30.6
gr,trend,f,y_lt25,2008.01,45000,29.4
gr,trend,f,y_lt25,2008.02,45000,29.4
gr,trend,f,y_lt25,2008.03,45000,29.4
gr,trend,f,y_lt25,2008.04,43000,28.8
gr,trend,f,y_lt25,2008.05,43000,28.8
gr,trend,f,y_lt25,2008.06,43000,28.8
gr,trend,f,y_lt25,2008.07,42000,28.6
gr,trend,f,y_lt25,2008.08,42000,28.6
gr,trend,f,y_lt25,2008.09,42000,28.6
gr,trend,f,y_lt25,2008.10,42000,28.7
gr,trend,f,y_lt25,2008.11,42000,28.7
gr,trend,f,y_lt25,2008.12,42000,28.7
gr,trend,f,y_lt25,2009.01,50000,32.5
gr,trend,f,y_lt25,2009.02,50000,32.5
gr,trend,f,y_lt25,2009.03,50000,32.5
gr,trend,f,y_lt25,2009.04,51000,33.3
gr,trend,f,y_lt25,2009.05,51000,33.3
gr,trend,f,y_lt25,2009.06,51000,33.3
gr,trend,f,y_lt25,2009.07,52000,34.5
gr,trend,f,y_lt25,2009.08,52000,34.5
gr,trend,f,y_lt25,2009.09,52000,34.5
gr,trend,f,y_lt25,2009.10,55000,36.1
gr,trend,f,y_lt25,2009.11,55000,36.1
gr,trend,f,y_lt25,2009.12,55000,36.1
gr,trend,f,y_lt25,2010.01,57000,38.1
gr,trend,f,y_lt25,2010.02,57000,38.1
gr,trend,f,y_lt25,2010.03,57000,38.1
gr,trend,f,y_lt25,2010.04,60000,40.1
gr,trend,f,y_lt25,2010.05,60000,40.1
gr,trend,f,y_lt25,2010.06,60000,40.1
gr,trend,f,y_lt25,2010.07,62000,41.8
gr,trend,f,y_lt25,2010.08,62000,41.8
gr,trend,f,y_lt25,2010.09,62000,41.8
gr,trend,m,y25-74,1998.04,129000,5.3
gr,trend,m,y25-74,1998.05,129000,5.3
gr,trend,m,y25-74,1998.06,129000,5.3
gr,trend,m,y25-74,1998.07,127000,5.2
gr,trend,m,y25-74,1998.08,127000,5.2
gr,trend,m,y25-74,1998.09,127000,5.2
gr,trend,m,y25-74,1998.10,131000,5.4
gr,trend,m,y25-74,1998.11,131000,5.4
gr,trend,m,y25-74,1998.12,131000,5.4
gr,trend,m,y25-74,1999.01,139000,5.7
gr,trend,m,y25-74,1999.02,139000,5.7
gr,trend,m,y25-74,1999.03,139000,5.7
gr,trend,m,y25-74,1999.04,145000,5.9
gr,trend,m,y25-74,1999.05,145000,5.9
gr,trend,m,y25-74,1999.06,145000,5.9
gr,trend,m,y25-74,1999.07,151000,6.2
gr,trend,m,y25-74,1999.08,151000,6.2
gr,trend,m,y25-74,1999.09,151000,6.2
gr,trend,m,y25-74,1999.10,159000,6.5
gr,trend,m,y25-74,1999.11,159000,6.5
gr,trend,m,y25-74,1999.12,159000,6.5
gr,trend,m,y25-74,2000.01,140000,5.7
gr,trend,m,y25-74,2000.02,140000,5.7
gr,trend,m,y25-74,2000.03,140000,5.7
gr,trend,m,y25-74,2000.04,142000,5.8
gr,trend,m,y25-74,2000.05,142000,5.8
gr,trend,m,y25-74,2000.06,142000,5.8
gr,trend,m,y25-74,2000.07,140000,5.7
gr,trend,m,y25-74,2000.08,140000,5.7
gr,trend,m,y25-74,2000.09,140000,5.7
gr,trend,m,y25-74,2000.10,133000,5.4
gr,trend,m,y25-74,2000.11,133000,5.4
gr,trend,m,y25-74,2000.12,133000,5.4
gr,trend,m,y25-74,2001.01,132000,5.3
gr,trend,m,y25-74,2001.02,132000,5.3
gr,trend,m,y25-74,2001.03,132000,5.3
gr,trend,m,y25-74,2001.04,134000,5.4
gr,trend,m,y25-74,2001.05,134000,5.4
gr,trend,m,y25-74,2001.06,134000,5.4
gr,trend,m,y25-74,2001.07,138000,5.5
gr,trend,m,y25-74,2001.08,138000,5.5
gr,trend,m,y25-74,2001.09,138000,5.5
gr,trend,m,y25-74,2001.10,146000,5.9
gr,trend,m,y25-74,2001.11,146000,5.9
gr,trend,m,y25-74,2001.12,146000,5.9
gr,trend,m,y25-74,2002.01,143000,5.7
gr,trend,m,y25-74,2002.02,143000,5.7
gr,trend,m,y25-74,2002.03,143000,5.7
gr,trend,m,y25-74,2002.04,134000,5.3
gr,trend,m,y25-74,2002.05,134000,5.3
gr,trend,m,y25-74,2002.06,134000,5.3
gr,trend,m,y25-74,2002.07,135000,5.3
gr,trend,m,y25-74,2002.08,135000,5.3
gr,trend,m,y25-74,2002.09,135000,5.3
gr,trend,m,y25-74,2002.10,136000,5.3
gr,trend,m,y25-74,2002.11,136000,5.3
gr,trend,m,y25-74,2002.12,136000,5.3
gr,trend,m,y25-74,2003.01,131000,5.1
gr,trend,m,y25-74,2003.02,131000,5.1
gr,trend,m,y25-74,2003.03,131000,5.1
gr,trend,m,y25-74,2003.04,128000,5
gr,trend,m,y25-74,2003.05,128000,5
gr,trend,m,y25-74,2003.06,128000,5
gr,trend,m,y25-74,2003.07,125000,4.8
gr,trend,m,y25-74,2003.08,125000,4.8
gr,trend,m,y25-74,2003.09,125000,4.8
gr,trend,m,y25-74,2003.10,130000,5
gr,trend,m,y25-74,2003.11,130000,5
gr,trend,m,y25-74,2003.12,130000,5
gr,trend,m,y25-74,2004.01,140000,5.3
gr,trend,m,y25-74,2004.02,140000,5.3
gr,trend,m,y25-74,2004.03,140000,5.3
gr,trend,m,y25-74,2004.04,140000,5.3
gr,trend,m,y25-74,2004.05,140000,5.3
gr,trend,m,y25-74,2004.06,140000,5.3
gr,trend,m,y25-74,2004.07,140000,5.3
gr,trend,m,y25-74,2004.08,140000,5.3
gr,trend,m,y25-74,2004.09,140000,5.3
gr,trend,m,y25-74,2004.10,138000,5.2
gr,trend,m,y25-74,2004.11,138000,5.2
gr,trend,m,y25-74,2004.12,138000,5.2
gr,trend,m,y25-74,2005.01,130000,4.9
gr,trend,m,y25-74,2005.02,130000,4.9
gr,trend,m,y25-74,2005.03,130000,4.9
gr,trend,m,y25-74,2005.04,133000,5
gr,trend,m,y25-74,2005.05,133000,5
gr,trend,m,y25-74,2005.06,133000,5
gr,trend,m,y25-74,2005.07,137000,5.2
gr,trend,m,y25-74,2005.08,137000,5.2
gr,trend,m,y25-74,2005.09,137000,5.2
gr,trend,m,y25-74,2005.10,132000,5
gr,trend,m,y25-74,2005.11,132000,5
gr,trend,m,y25-74,2005.12,132000,5
gr,trend,m,y25-74,2006.01,129000,4.9
gr,trend,m,y25-74,2006.02,129000,4.9
gr,trend,m,y25-74,2006.03,129000,4.9
gr,trend,m,y25-74,2006.04,127000,4.8
gr,trend,m,y25-74,2006.05,127000,4.8
gr,trend,m,y25-74,2006.06,127000,4.8
gr,trend,m,y25-74,2006.07,120000,4.5
gr,trend,m,y25-74,2006.08,120000,4.5
gr,trend,m,y25-74,2006.09,120000,4.5
gr,trend,m,y25-74,2006.10,118000,4.4
gr,trend,m,y25-74,2006.11,118000,4.4
gr,trend,m,y25-74,2006.12,118000,4.4
gr,trend,m,y25-74,2007.01,118000,4.4
gr,trend,m,y25-74,2007.02,118000,4.4
gr,trend,m,y25-74,2007.03,118000,4.4
gr,trend,m,y25-74,2007.04,120000,4.4
gr,trend,m,y25-74,2007.05,120000,4.4
gr,trend,m,y25-74,2007.06,120000,4.4
gr,trend,m,y25-74,2007.07,120000,4.5
gr,trend,m,y25-74,2007.08,120000,4.5
gr,trend,m,y25-74,2007.09,120000,4.5
gr,trend,m,y25-74,2007.10,118000,4.3
gr,trend,m,y25-74,2007.11,118000,4.3
gr,trend,m,y25-74,2007.12,118000,4.3
gr,trend,m,y25-74,2008.01,115000,4.2
gr,trend,m,y25-74,2008.02,115000,4.2
gr,trend,m,y25-74,2008.03,115000,4.2
