country,seasonality,age_group,month,unemployment,unemployment_rate
lu,trend,y25-74,1990.06,2000,1.3
lu,trend,y25-74,1990.07,2000,1.3
lu,trend,y25-74,1990.08,2000,1.2
lu,trend,y25-74,1990.09,2000,1.2
lu,trend,y25-74,1990.10,2000,1.2
lu,trend,y25-74,1990.11,2000,1.3
lu,trend,y25-74,1990.12,2000,1.3
lu,trend,y25-74,1991.01,2000,1.3
lu,trend,y25-74,1991.02,2000,1.3
lu,trend,y25-74,1991.03,2000,1.3
lu,trend,y25-74,1991.04,2000,1.3
lu,trend,y25-74,1991.05,2000,1.4
lu,trend,y25-74,1991.06,2000,1.4
lu,trend,y25-74,1991.07,2000,1.4
lu,trend,y25-74,1991.08,2000,1.5
lu,trend,y25-74,1991.09,2000,1.5
lu,trend,y25-74,1991.10,2000,1.5
lu,trend,y25-74,1991.11,2000,1.5
lu,trend,y25-74,1991.12,2000,1.5
lu,trend,y25-74,1992.01,2000,1.5
lu,trend,y25-74,1992.02,2000,1.6
lu,trend,y25-74,1992.03,2000,1.6
lu,trend,y25-74,1992.04,2000,1.7
lu,trend,y25-74,1992.05,2000,1.7
lu,trend,y25-74,1992.06,3000,1.8
lu,trend,y25-74,1992.07,3000,1.8
lu,trend,y25-74,1992.08,3000,1.9
lu,trend,y25-74,1992.09,3000,1.9
lu,trend,y25-74,1992.10,3000,1.9
lu,trend,y25-74,1992.11,3000,1.9
lu,trend,y25-74,1992.12,3000,1.9
lu,trend,y25-74,1993.01,3000,1.9
lu,trend,y25-74,1993.02,3000,2
lu,trend,y25-74,1993.03,3000,2
lu,trend,y25-74,1993.04,3000,2
lu,trend,y25-74,1993.05,3000,2.1
lu,trend,y25-74,1993.06,3000,2.1
lu,trend,y25-74,1993.07,3000,2.2
lu,trend,y25-74,1993.08,3000,2.3
lu,trend,y25-74,1993.09,4000,2.4
lu,trend,y25-74,1993.10,4000,2.4
lu,trend,y25-74,1993.11,4000,2.5
lu,trend,y25-74,1993.12,4000,2.5
lu,trend,y25-74,1994.01,4000,2.6
lu,trend,y25-74,1994.02,4000,2.6
lu,trend,y25-74,1994.03,4000,2.7
lu,trend,y25-74,1994.04,4000,2.7
lu,trend,y25-74,1994.05,4000,2.7
lu,trend,y25-74,1994.06,4000,2.6
lu,trend,y25-74,1994.07,4000,2.6
lu,trend,y25-74,1994.08,4000,2.6
lu,trend,y25-74,1994.09,4000,2.6
lu,trend,y25-74,1994.10,4000,2.5
lu,trend,y25-74,1994.11,4000,2.5
lu,trend,y25-74,1994.12,4000,2.4
lu,trend,y25-74,1995.01,3000,2.4
lu,trend,y25-74,1995.02,3000,2.3
lu,trend,y25-74,1995.03,3000,2.3
lu,trend,y25-74,1995.04,3000,2.2
lu,trend,y25-74,1995.05,3000,2.2
lu,trend,y25-74,1995.06,3000,2.2
lu,trend,y25-74,1995.07,3000,2.2
lu,trend,y25-74,1995.08,3000,2.2
lu,trend,y25-74,1995.09,3000,2.3
lu,trend,y25-74,1995.10,3000,2.3
lu,trend,y25-74,1995.11,3000,2.3
lu,trend,y25-74,1995.12,3000,2.3
lu,trend,y25-74,1996.01,3000,2.3
lu,trend,y25-74,1996.02,3000,2.3
lu,trend,y25-74,1996.03,4000,2.4
lu,trend,y25-74,1996.04,4000,2.4
lu,trend,y25-74,1996.05,4000,2.4
lu,trend,y25-74,1996.06,3000,2.3
lu,trend,y25-74,1996.07,3000,2.2
lu,trend,y25-74,1996.08,3000,2.2
lu,trend,y25-74,1996.09,3000,2.2
lu,trend,y25-74,1996.10,3000,2.1
lu,trend,y25-74,1996.11,3000,2.1
lu,trend,y25-74,1996.12,3000,2.1
lu,trend,y25-74,1997.01,3000,2.1
lu,trend,y25-74,1997.02,3000,2
lu,trend,y25-74,1997.03,3000,2
lu,trend,y25-74,1997.04,3000,2
lu,trend,y25-74,1997.05,3000,2
lu,trend,y25-74,1997.06,3000,2
lu,trend,y25-74,1997.07,3000,2.1
lu,trend,y25-74,1997.08,3000,2.1
lu,trend,y25-74,1997.09,3000,2.2
lu,trend,y25-74,1997.10,4000,2.2
lu,trend,y25-74,1997.11,4000,2.3
lu,trend,y25-74,1997.12,4000,2.3
lu,trend,y25-74,1998.01,4000,2.3
lu,trend,y25-74,1998.02,4000,2.3
lu,trend,y25-74,1998.03,4000,2.3
lu,trend,y25-74,1998.04,4000,2.3
lu,trend,y25-74,1998.05,4000,2.3
lu,trend,y25-74,1998.06,4000,2.3
lu,trend,y25-74,1998.07,4000,2.3
lu,trend,y25-74,1998.08,4000,2.2
lu,trend,y25-74,1998.09,3000,2.2
lu,trend,y25-74,1998.10,3000,2.2
lu,trend,y25-74,1998.11,3000,2.1
lu,trend,y25-74,1998.12,3000,2
lu,trend,y25-74,1999.01,3000,2
lu,trend,y25-74,1999.02,3000,2
lu,trend,y25-74,1999.03,3000,2
lu,trend,y25-74,1999.04,3000,1.9
lu,trend,y25-74,1999.05,3000,1.9
lu,trend,y25-74,1999.06,3000,1.9
lu,trend,y25-74,1999.07,3000,1.9
lu,trend,y25-74,1999.08,3000,1.9
lu,trend,y25-74,1999.09,3000,2
lu,trend,y25-74,1999.10,3000,2
lu,trend,y25-74,1999.11,3000,1.9
lu,trend,y25-74,1999.12,3000,1.9
lu,trend,y25-74,2000.01,3000,1.9
lu,trend,y25-74,2000.02,3000,1.9
lu,trend,y25-74,2000.03,3000,1.9
lu,trend,y25-74,2000.04,3000,1.9
lu,trend,y25-74,2000.05,3000,1.9
lu,trend,y25-74,2000.06,3000,1.9
lu,trend,y25-74,2000.07,3000,1.8
lu,trend,y25-74,2000.08,3000,1.8
lu,trend,y25-74,2000.09,3000,1.8
lu,trend,y25-74,2000.10,3000,1.7
lu,trend,y25-74,2000.11,3000,1.6
lu,trend,y25-74,2000.12,3000,1.6
lu,trend,y25-74,2001.01,3000,1.5
lu,trend,y25-74,2001.02,3000,1.5
lu,trend,y25-74,2001.03,2000,1.4
lu,trend,y25-74,2001.04,2000,1.4
lu,trend,y25-74,2001.05,2000,1.4
lu,trend,y25-74,2001.06,2000,1.4
lu,trend,y25-74,2001.07,2000,1.4
lu,trend,y25-74,2001.08,2000,1.4
lu,trend,y25-74,2001.09,2000,1.4
lu,trend,y25-74,2001.10,3000,1.6
lu,trend,y25-74,2001.11,3000,1.6
lu,trend,y25-74,2001.12,3000,1.7
lu,trend,y25-74,2002.01,3000,1.7
lu,trend,y25-74,2002.02,3000,1.8
lu,trend,y25-74,2002.03,3000,1.8
lu,trend,y25-74,2002.04,3000,1.9
lu,trend,y25-74,2002.05,3000,2
lu,trend,y25-74,2002.06,4000,2.1
lu,trend,y25-74,2002.07,4000,2.2
lu,trend,y25-74,2002.08,4000,2.2
lu,trend,y25-74,2002.09,4000,2.3
lu,trend,y25-74,2002.10,4000,2.4
lu,trend,y25-74,2002.11,4000,2.5
lu,trend,y25-74,2002.12,5000,2.6
lu,trend,y25-74,2003.01,5000,2.7
lu,trend,y25-74,2003.02,5000,2.8
lu,trend,y25-74,2003.03,5000,2.8
lu,trend,y25-74,2003.04,5000,2.9
lu,trend,y25-74,2003.05,5000,3
lu,trend,y25-74,2003.06,6000,3.1
lu,trend,y25-74,2003.07,6000,3.2
lu,trend,y25-74,2003.08,6000,3.3
lu,trend,y25-74,2003.09,6000,3.4
lu,trend,y25-74,2003.10,6000,3.5
lu,trend,y25-74,2003.11,6000,3.6
lu,trend,y25-74,2003.12,7000,3.7
lu,trend,y25-74,2004.01,7000,3.8
lu,trend,y25-74,2004.02,7000,3.9
lu,trend,y25-74,2004.03,7000,4
lu,trend,y25-74,2004.04,8000,4.1
lu,trend,y25-74,2004.05,8000,4.1
lu,trend,y25-74,2004.06,8000,4.2
lu,trend,y25-74,2004.07,8000,4.2
lu,trend,y25-74,2004.08,8000,4.2
lu,trend,y25-74,2004.09,8000,4.2
lu,trend,y25-74,2004.10,8000,4.1
lu,trend,y25-74,2004.11,8000,4.1
lu,trend,y25-74,2004.12,8000,4.1
lu,trend,y25-74,2005.01,7000,4
lu,trend,y25-74,2005.02,7000,3.9
lu,trend,y25-74,2005.03,7000,3.9
lu,trend,y25-74,2005.04,7000,3.9
lu,trend,y25-74,2005.05,7000,3.9
lu,trend,y25-74,2005.06,7000,3.8
lu,trend,y25-74,2005.07,7000,3.8
lu,trend,y25-74,2005.08,7000,3.8
lu,trend,y25-74,2005.09,7000,3.8
lu,trend,y25-74,2005.10,7000,3.8
lu,trend,y25-74,2005.11,7000,3.7
lu,trend,y25-74,2005.12,7000,3.7
lu,trend,y25-74,2006.01,7000,3.8
lu,trend,y25-74,2006.02,7000,3.8
lu,trend,y25-74,2006.03,7000,3.8
lu,trend,y25-74,2006.04,7000,3.8
lu,trend,y25-74,2006.05,7000,3.8
lu,trend,y25-74,2006.06,7000,3.7
lu,trend,y25-74,2006.07,7000,3.7
lu,trend,y25-74,2006.08,7000,3.7
lu,trend,y25-74,2006.09,7000,3.8
lu,trend,y25-74,2006.10,7000,3.7
lu,trend,y25-74,2006.11,7000,3.7
lu,trend,y25-74,2006.12,7000,3.7
lu,trend,y25-74,2007.01,7000,3.6
lu,trend,y25-74,2007.02,7000,3.5
lu,trend,y25-74,2007.03,7000,3.5
lu,trend,y25-74,2007.04,7000,3.4
lu,trend,y25-74,2007.05,7000,3.3
lu,trend,y25-74,2007.06,6000,3.3
lu,trend,y25-74,2007.07,6000,3.2
lu,trend,y25-74,2007.08,6000,3.2
lu,trend,y25-74,2007.09,6000,3.2
lu,trend,y25-74,2007.10,6000,3.3
lu,trend,y25-74,2007.11,7000,3.3
lu,trend,y25-74,2007.12,7000,3.4
lu,trend,y25-74,2008.01,7000,3.5
lu,trend,y25-74,2008.02,7000,3.6
lu,trend,y25-74,2008.03,7000,3.6
lu,trend,y25-74,2008.04,7000,3.8
lu,trend,y25-74,2008.05,8000,3.9
lu,trend,y25-74,2008.06,8000,3.9
lu,trend,y25-74,2008.07,8000,4
lu,trend,y25-74,2008.08,8000,4.1
lu,trend,y25-74,2008.09,8000,4.1
lu,trend,y25-74,2008.10,8000,4.1
lu,trend,y25-74,2008.11,8000,4.1
lu,trend,y25-74,2008.12,9000,4.2
lu,trend,y25-74,2009.01,9000,4.3
lu,trend,y25-74,2009.02,9000,4.3
lu,trend,y25-74,2009.03,9000,4.3
lu,trend,y25-74,2009.04,9000,4.2
lu,trend,y25-74,2009.05,9000,4.2
lu,trend,y25-74,2009.06,9000,4.2
lu,trend,y25-74,2009.07,9000,4.2
lu,trend,y25-74,2009.08,9000,4.1
lu,trend,y25-74,2009.09,9000,4.1
lu,trend,y25-74,2009.10,8000,4
lu,trend,y25-74,2009.11,8000,4
lu,trend,y25-74,2009.12,8000,3.9
lu,trend,y25-74,2010.01,8000,3.8
lu,trend,y25-74,2010.02,8000,3.8
lu,trend,y25-74,2010.03,8000,3.8
lu,trend,y25-74,2010.04,8000,3.8
lu,trend,y25-74,2010.05,8000,3.8
lu,trend,y25-74,2010.06,8000,3.8
lu,trend,y25-74,2010.07,8000,3.9
lu,trend,y25-74,2010.08,8000,3.9
lu,trend,y25-74,2010.09,8000,3.9
lu,trend,y25-74,2010.10,8000,3.9
lu,trend,y25-74,2010.11,8000,3.9
lu,trend,y25-74,2010.12,9000,4
lu,trend,y_lt25,1983.01,3000,7.5
lu,trend,y_lt25,1983.02,3000,7.4
lu,trend,y_lt25,1983.03,3000,7.3
lu,trend,y_lt25,1983.04,3000,7.5
lu,trend,y_lt25,1983.05,3000,7.9
lu,trend,y_lt25,1983.06,3000,8.2
lu,trend,y_lt25,1983.07,3000,8.5
lu,trend,y_lt25,1983.08,3000,8.6
lu,trend,y_lt25,1983.09,3000,8.3
lu,trend,y_lt25,1983.10,3000,8
lu,trend,y_lt25,1983.11,3000,7.9
lu,trend,y_lt25,1983.12,3000,7.7
lu,trend,y_lt25,1984.01,3000,7.5
lu,trend,y_lt25,1984.02,2000,7.3
lu,trend,y_lt25,1984.03,2000,7
lu,trend,y_lt25,1984.04,2000,6.5
lu,trend,y_lt25,1984.05,2000,6.5
lu,trend,y_lt25,1984.06,2000,6.7
lu,trend,y_lt25,1984.07,2000,6.9
lu,trend,y_lt25,1984.08,2000,6.9
lu,trend,y_lt25,1984.09,2000,6.7
lu,trend,y_lt25,1984.10,2000,6.6
lu,trend,y_lt25,1984.11,2000,6.4
lu,trend,y_lt25,1984.12,2000,6.2
lu,trend,y_lt25,1985.01,2000,6.1
lu,trend,y_lt25,1985.02,2000,6.3
lu,trend,y_lt25,1985.03,2000,6.4
lu,trend,y_lt25,1985.04,2000,6.7
lu,trend,y_lt25,1985.05,2000,6.9
lu,trend,y_lt25,1985.06,2000,7.1
lu,trend,y_lt25,1985.07,2000,6.9
lu,trend,y_lt25,1985.08,2000,6.6
lu,trend,y_lt25,1985.09,2000,6.4
lu,trend,y_lt25,1985.10,2000,6.4
lu,trend,y_lt25,1985.11,2000,6.5
lu,trend,y_lt25,1985.12,2000,6.5
lu,trend,y_lt25,1986.01,2000,6.3
lu,trend,y_lt25,1986.02,2000,6.4
lu,trend,y_lt25,1986.03,2000,6.4
lu,trend,y_lt25,1986.04,2000,6.3
lu,trend,y_lt25,1986.05,2000,6.5
lu,trend,y_lt25,1986.06,2000,6.4
lu,trend,y_lt25,1986.07,2000,6.1
lu,trend,y_lt25,1986.08,2000,6
lu,trend,y_lt25,1986.09,2000,5.7
lu,trend,y_lt25,1986.10,2000,5.4
lu,trend,y_lt25,1986.11,2000,5.1
lu,trend,y_lt25,1986.12,2000,5.3
lu,trend,y_lt25,1987.01,2000,5.5
lu,trend,y_lt25,1987.02,2000,5.6
lu,trend,y_lt25,1987.03,2000,6
lu,trend,y_lt25,1987.04,2000,6
lu,trend,y_lt25,1987.05,2000,5.9
lu,trend,y_lt25,1987.06,2000,5.9
lu,trend,y_lt25,1987.07,2000,5.8
lu,trend,y_lt25,1987.08,2000,5.6
lu,trend,y_lt25,1987.09,2000,5.5
lu,trend,y_lt25,1987.10,2000,5.4
lu,trend,y_lt25,1987.11,2000,5.3
lu,trend,y_lt25,1987.12,2000,5.5
lu,trend,y_lt25,1988.01,2000,5.5
lu,trend,y_lt25,1988.02,2000,5.4
lu,trend,y_lt25,1988.03,2000,5.4
lu,trend,y_lt25,1988.04,2000,5.2
lu,trend,y_lt25,1988.05,1000,5
lu,trend,y_lt25,1988.06,1000,4.7
lu,trend,y_lt25,1988.07,1000,4.7
lu,trend,y_lt25,1988.08,1000,4.6
lu,trend,y_lt25,1988.09,1000,4.4
lu,trend,y_lt25,1988.10,1000,4.2
lu,trend,y_lt25,1988.11,1000,4.2
lu,trend,y_lt25,1988.12,1000,4.1
lu,trend,y_lt25,1989.01,1000,3.9
lu,trend,y_lt25,1989.02,1000,3.8
lu,trend,y_lt25,1989.03,1000,4
lu,trend,y_lt25,1989.04,1000,4
lu,trend,y_lt25,1989.05,1000,3.9
lu,trend,y_lt25,1989.06,1000,3.9
lu,trend,y_lt25,1989.07,1000,4
lu,trend,y_lt25,1989.08,1000,4.2
lu,trend,y_lt25,1989.09,1000,4.2
lu,trend,y_lt25,1989.10,1000,4.5
lu,trend,y_lt25,1989.11,1000,4.5
lu,trend,y_lt25,1989.12,1000,4.3
lu,trend,y_lt25,1990.01,1000,4.3
lu,trend,y_lt25,1990.02,1000,4.2
lu,trend,y_lt25,1990.03,1000,4.2
lu,trend,y_lt25,1990.04,1000,3.9
lu,trend,y_lt25,1990.05,1000,3.9
lu,trend,y_lt25,1990.06,1000,3.9
lu,trend,y_lt25,1990.07,1000,3.7
lu,trend,y_lt25,1990.08,1000,3.7
lu,trend,y_lt25,1990.09,1000,3.5
lu,trend,y_lt25,1990.10,1000,3.5
lu,trend,y_lt25,1990.11,1000,3.4
lu,trend,y_lt25,1990.12,1000,3.3
lu,trend,y_lt25,1991.01,1000,3.2
lu,trend,y_lt25,1991.02,1000,3.1
lu,trend,y_lt25,1991.03,1000,2.8
lu,trend,y_lt25,1991.04,1000,2.8
lu,trend,y_lt25,1991.05,1000,2.9
lu,trend,y_lt25,1991.06,1000,3
lu,trend,y_lt25,1991.07,1000,2.9
lu,trend,y_lt25,1991.08,1000,3.1
lu,trend,y_lt25,1991.09,1000,3.2
lu,trend,y_lt25,1991.10,1000,3.2
lu,trend,y_lt25,1991.11,1000,3.4
lu,trend,y_lt25,1991.12,1000,3.5
lu,trend,y_lt25,1992.01,1000,3.6
lu,trend,y_lt25,1992.02,1000,3.8
lu,trend,y_lt25,1992.03,1000,3.8
lu,trend,y_lt25,1992.04,1000,3.9
lu,trend,y_lt25,1992.05,1000,3.8
lu,trend,y_lt25,1992.06,1000,3.5
lu,trend,y_lt25,1992.07,1000,3.6
lu,trend,y_lt25,1992.08,1000,3.7
lu,trend,y_lt25,1992.09,1000,4
lu,trend,y_lt25,1992.10,1000,4.1
lu,trend,y_lt25,1992.11,1000,4
lu,trend,y_lt25,1992.12,1000,4.1
lu,trend,y_lt25,1993.01,1000,4.1
lu,trend,y_lt25,1993.02,1000,4.2
lu,trend,y_lt25,1993.03,1000,4.3
lu,trend,y_lt25,1993.04,1000,4.5
lu,trend,y_lt25,1993.05,1000,4.7
lu,trend,y_lt25,1993.06,1000,5.2
lu,trend,y_lt25,1993.07,1000,5.4
lu,trend,y_lt25,1993.08,1000,5.2
lu,trend,y_lt25,1993.09,1000,5.6
lu,trend,y_lt25,1993.10,1000,5.9
lu,trend,y_lt25,1993.11,1000,6.2
lu,trend,y_lt25,1993.12,1000,6.4
lu,trend,y_lt25,1994.01,1000,6.6
lu,trend,y_lt25,1994.02,2000,7.1
lu,trend,y_lt25,1994.03,2000,7.5
lu,trend,y_lt25,1994.04,2000,7.7
lu,trend,y_lt25,1994.05,2000,7.6
lu,trend,y_lt25,1994.06,2000,7.2
lu,trend,y_lt25,1994.07,2000,7
lu,trend,y_lt25,1994.08,2000,7
lu,trend,y_lt25,1994.09,2000,7.1
lu,trend,y_lt25,1994.10,1000,7
lu,trend,y_lt25,1994.11,1000,6.9
lu,trend,y_lt25,1994.12,1000,6.8
lu,trend,y_lt25,1995.01,1000,6.8
lu,trend,y_lt25,1995.02,1000,6.9
lu,trend,y_lt25,1995.03,1000,7
lu,trend,y_lt25,1995.04,1000,7
lu,trend,y_lt25,1995.05,1000,7
lu,trend,y_lt25,1995.06,1000,7.3
lu,trend,y_lt25,1995.07,1000,7.1
lu,trend,y_lt25,1995.08,1000,7
lu,trend,y_lt25,1995.09,1000,7.3
lu,trend,y_lt25,1995.10,1000,7.5
lu,trend,y_lt25,1995.11,2000,7.7
lu,trend,y_lt25,1995.12,2000,7.8
lu,trend,y_lt25,1996.01,2000,8
lu,trend,y_lt25,1996.02,2000,8.4
lu,trend,y_lt25,1996.03,2000,8.6
lu,trend,y_lt25,1996.04,2000,8.8
lu,trend,y_lt25,1996.05,2000,8.7
lu,trend,y_lt25,1996.06,2000,8.6
lu,trend,y_lt25,1996.07,2000,8.3
lu,trend,y_lt25,1996.08,2000,7.9
lu,trend,y_lt25,1996.09,1000,7.7
lu,trend,y_lt25,1996.10,1000,7.7
lu,trend,y_lt25,1996.11,1000,7.9
lu,trend,y_lt25,1996.12,2000,8
lu,trend,y_lt25,1997.01,1000,8
lu,trend,y_lt25,1997.02,1000,7.8
lu,trend,y_lt25,1997.03,1000,7.5
lu,trend,y_lt25,1997.04,1000,7.5
lu,trend,y_lt25,1997.05,1000,7.9
lu,trend,y_lt25,1997.06,1000,8.1
lu,trend,y_lt25,1997.07,1000,8.1
lu,trend,y_lt25,1997.08,1000,8.2
lu,trend,y_lt25,1997.09,1000,8.2
lu,trend,y_lt25,1997.10,1000,8.1
lu,trend,y_lt25,1997.11,1000,7.9
lu,trend,y_lt25,1997.12,1000,8
lu,trend,y_lt25,1998.01,1000,7.5
lu,trend,y_lt25,1998.02,1000,7
lu,trend,y_lt25,1998.03,1000,7.1
lu,trend,y_lt25,1998.04,1000,7
lu,trend,y_lt25,1998.05,1000,6.8
lu,trend,y_lt25,1998.06,1000,6.7
lu,trend,y_lt25,1998.07,1000,6.7
lu,trend,y_lt25,1998.08,1000,6.8
lu,trend,y_lt25,1998.09,1000,6.7
lu,trend,y_lt25,1998.10,1000,6.8
lu,trend,y_lt25,1998.11,1000,6.7
lu,trend,y_lt25,1998.12,1000,6.5
lu,trend,y_lt25,1999.01,1000,6.6
lu,trend,y_lt25,1999.02,1000,6.9
lu,trend,y_lt25,1999.03,1000,7
lu,trend,y_lt25,1999.04,1000,7
lu,trend,y_lt25,1999.05,1000,6.9
lu,trend,y_lt25,1999.06,1000,7
lu,trend,y_lt25,1999.07,1000,7.2
lu,trend,y_lt25,1999.08,1000,7.3
lu,trend,y_lt25,1999.09,1000,7.2
lu,trend,y_lt25,1999.10,1000,6.9
lu,trend,y_lt25,1999.11,1000,6.7
lu,trend,y_lt25,1999.12,1000,6.8
lu,trend,y_lt25,2000.01,1000,6.9
lu,trend,y_lt25,2000.02,1000,6.9
lu,trend,y_lt25,2000.03,1000,6.7
lu,trend,y_lt25,2000.04,1000,6.6
lu,trend,y_lt25,2000.05,1000,6.5
lu,trend,y_lt25,2000.06,1000,6.4
lu,trend,y_lt25,2000.07,1000,6.4
lu,trend,y_lt25,2000.08,1000,6.5
lu,trend,y_lt25,2000.09,1000,6.5
lu,trend,y_lt25,2000.10,1000,6.3
lu,trend,y_lt25,2000.11,1000,6.3
lu,trend,y_lt25,2000.12,1000,6.4
lu,trend,y_lt25,2001.01,1000,6.3
lu,trend,y_lt25,2001.02,1000,6.2
lu,trend,y_lt25,2001.03,1000,6.2
lu,trend,y_lt25,2001.04,1000,6.2
lu,trend,y_lt25,2001.05,1000,6.3
lu,trend,y_lt25,2001.06,1000,6.4
lu,trend,y_lt25,2001.07,1000,6.4
lu,trend,y_lt25,2001.08,1000,6.3
lu,trend,y_lt25,2001.09,1000,6.2
lu,trend,y_lt25,2001.10,1000,5.9
lu,trend,y_lt25,2001.11,1000,5.8
lu,trend,y_lt25,2001.12,1000,5.9
lu,trend,y_lt25,2002.01,1000,6
lu,trend,y_lt25,2002.02,1000,6
lu,trend,y_lt25,2002.03,1000,6.1
lu,trend,y_lt25,2002.04,1000,6.4
lu,trend,y_lt25,2002.05,1000,6.8
lu,trend,y_lt25,2002.06,1000,7.1
lu,trend,y_lt25,2002.07,1000,7.4
lu,trend,y_lt25,2002.08,1000,7.4
lu,trend,y_lt25,2002.09,1000,7.4
lu,trend,y_lt25,2002.10,1000,7.9
lu,trend,y_lt25,2002.11,1000,8.2
lu,trend,y_lt25,2002.12,1000,8.5
lu,trend,y_lt25,2003.01,1000,9.1
lu,trend,y_lt25,2003.02,1000,9.2
lu,trend,y_lt25,2003.03,1000,9.3
lu,trend,y_lt25,2003.04,2000,10
lu,trend,y_lt25,2003.05,2000,10.3
lu,trend,y_lt25,2003.06,2000,10.7
lu,trend,y_lt25,2003.07,2000,11.4
lu,trend,y_lt25,2003.08,2000,11.7
lu,trend,y_lt25,2003.09,2000,12.2
lu,trend,y_lt25,2003.10,2000,13.3
lu,trend,y_lt25,2003.11,2000,13.4
lu,trend,y_lt25,2003.12,2000,13.5
lu,trend,y_lt25,2004.01,2000,14.3
lu,trend,y_lt25,2004.02,2000,14.8
lu,trend,y_lt25,2004.03,2000,15.6
lu,trend,y_lt25,2004.04,2000,16.4
lu,trend,y_lt25,2004.05,2000,16.4
lu,trend,y_lt25,2004.06,2000,16.4
lu,trend,y_lt25,2004.07,2000,16.6
lu,trend,y_lt25,2004.08,2000,16.9
lu,trend,y_lt25,2004.09,2000,16.9
lu,trend,y_lt25,2004.10,2000,16.4
lu,trend,y_lt25,2004.11,2000,16.2
lu,trend,y_lt25,2004.12,2000,15.9
lu,trend,y_lt25,2005.01,2000,15.2
lu,trend,y_lt25,2005.02,2000,15
lu,trend,y_lt25,2005.03,2000,14.9
lu,trend,y_lt25,2005.04,2000,14.6
lu,trend,y_lt25,2005.05,2000,14.5
lu,trend,y_lt25,2005.06,2000,14.2
lu,trend,y_lt25,2005.07,2000,13.9
lu,trend,y_lt25,2005.08,2000,13.8
lu,trend,y_lt25,2005.09,2000,14.1
lu,trend,y_lt25,2005.10,2000,14.4
lu,trend,y_lt25,2005.11,2000,14.7
lu,trend,y_lt25,2005.12,2000,14.9
lu,trend,y_lt25,2006.01,2000,15.3
lu,trend,y_lt25,2006.02,2000,15.5
lu,trend,y_lt25,2006.03,2000,15.6
lu,trend,y_lt25,2006.04,2000,15.5
lu,trend,y_lt25,2006.05,2000,15.2
lu,trend,y_lt25,2006.06,2000,15.2
lu,trend,y_lt25,2006.07,2000,15.5
lu,trend,y_lt25,2006.08,2000,16
lu,trend,y_lt25,2006.09,2000,16.2
lu,trend,y_lt25,2006.10,2000,16.2
lu,trend,y_lt25,2006.11,2000,16.2
lu,trend,y_lt25,2006.12,2000,16.2
lu,trend,y_lt25,2007.01,2000,16
lu,trend,y_lt25,2007.02,2000,15.8
lu,trend,y_lt25,2007.03,2000,15.8
lu,trend,y_lt25,2007.04,2000,15.6
lu,trend,y_lt25,2007.05,2000,15.3
lu,trend,y_lt25,2007.06,2000,15.3
lu,trend,y_lt25,2007.07,2000,15.5
lu,trend,y_lt25,2007.08,2000,15.6
lu,trend,y_lt25,2007.09,2000,15.6
lu,trend,y_lt25,2007.10,2000,15.4
lu,trend,y_lt25,2007.11,2000,15.5
lu,trend,y_lt25,2007.12,2000,15.4
lu,trend,y_lt25,2008.01,2000,15.2
lu,trend,y_lt25,2008.02,2000,15.5
lu,trend,y_lt25,2008.03,2000,15.8
lu,trend,y_lt25,2008.04,2000,16.4
lu,trend,y_lt25,2008.05,3000,17.3
lu,trend,y_lt25,2008.06,3000,17.7
lu,trend,y_lt25,2008.07,3000,17.7
lu,trend,y_lt25,2008.08,3000,18
lu,trend,y_lt25,2008.09,3000,18.5
lu,trend,y_lt25,2008.10,3000,18.6
lu,trend,y_lt25,2008.11,3000,18.7
lu,trend,y_lt25,2008.12,3000,19
lu,trend,y_lt25,2009.01,3000,18.5
lu,trend,y_lt25,2009.02,3000,18.6
lu,trend,y_lt25,2009.03,3000,18.6
lu,trend,y_lt25,2009.04,3000,17.6
lu,trend,y_lt25,2009.05,3000,17.5
lu,trend,y_lt25,2009.06,3000,17.3
lu,trend,y_lt25,2009.07,3000,16.6
lu,trend,y_lt25,2009.08,3000,16.2
lu,trend,y_lt25,2009.09,3000,15.9
lu,trend,y_lt25,2009.10,3000,16.3
lu,trend,y_lt25,2009.11,3000,16.1
lu,trend,y_lt25,2009.12,3000,15.7
lu,trend,y_lt25,2010.01,3000,16.5
lu,trend,y_lt25,2010.02,3000,16.4
lu,trend,y_lt25,2010.03,3000,16.3
lu,trend,y_lt25,2010.04,3000,16.5
lu,trend,y_lt25,2010.05,2000,16.2
lu,trend,y_lt25,2010.06,2000,16.2
lu,trend,y_lt25,2010.07,2000,16.4
lu,trend,y_lt25,2010.08,2000,16.4
lu,trend,y_lt25,2010.09,2000,16.3
lu,trend,y_lt25,2010.10,3000,16.5
lu,trend,y_lt25,2010.11,3000,17.1
lu,trend,y_lt25,2010.12,3000,17.6
lv,nsa,y25-74,1998.01,123000,12.3
lv,nsa,y25-74,1998.02,123000,12.3
lv,nsa,y25-74,1998.03,123000,12.3
lv,nsa,y25-74,1998.04,126000,12.6
lv,nsa,y25-74,1998.05,126000,12.6
lv,nsa,y25-74,1998.06,126000,12.6
lv,nsa,y25-74,1998.07,124000,12.5
lv,nsa,y25-74,1998.08,124000,12.5
lv,nsa,y25-74,1998.09,124000,12.5
lv,nsa,y25-74,1998.10,126000,12.7
lv,nsa,y25-74,1998.11,126000,12.7
lv,nsa,y25-74,1998.12,126000,12.7
lv,nsa,y25-74,1999.01,128000,12.9
lv,nsa,y25-74,1999.02,128000,12.9
