country,seasonality,sex,month,unemployment,unemployment_rate
lv,trend,m,2005.06,57000,9.7
lv,trend,m,2005.07,53000,9
lv,trend,m,2005.08,53000,9
lv,trend,m,2005.09,53000,9
lv,trend,m,2005.10,49000,8.4
lv,trend,m,2005.11,49000,8.4
lv,trend,m,2005.12,49000,8.4
lv,trend,m,2006.01,47000,7.9
lv,trend,m,2006.02,47000,7.9
lv,trend,m,2006.03,47000,7.9
lv,trend,m,2006.04,48000,8.1
lv,trend,m,2006.05,48000,8.1
lv,trend,m,2006.06,48000,8.1
lv,trend,m,2006.07,43000,7.1
lv,trend,m,2006.08,43000,7.1
lv,trend,m,2006.09,43000,7.1
lv,trend,m,2006.10,39000,6.5
lv,trend,m,2006.11,39000,6.5
lv,trend,m,2006.12,39000,6.5
lv,trend,m,2007.01,43000,7.2
lv,trend,m,2007.02,43000,7.2
lv,trend,m,2007.03,43000,7.2
lv,trend,m,2007.04,37000,6.1
lv,trend,m,2007.05,37000,6.1
lv,trend,m,2007.06,37000,6.1
lv,trend,m,2007.07,41000,6.7
lv,trend,m,2007.08,41000,6.7
lv,trend,m,2007.09,41000,6.7
lv,trend,m,2007.10,34000,5.5
lv,trend,m,2007.11,34000,5.5
lv,trend,m,2007.12,34000,5.5
lv,trend,m,2008.01,40000,6.4
lv,trend,m,2008.02,40000,6.4
lv,trend,m,2008.03,40000,6.4
lv,trend,m,2008.04,39000,6.2
lv,trend,m,2008.05,39000,6.2
lv,trend,m,2008.06,39000,6.2
lv,trend,m,2008.07,48000,7.8
lv,trend,m,2008.08,48000,7.8
lv,trend,m,2008.09,48000,7.8
lv,trend,m,2008.10,73000,11.7
lv,trend,m,2008.11,73000,11.7
lv,trend,m,2008.12,73000,11.7
lv,trend,m,2009.01,98000,16
lv,trend,m,2009.02,98000,16
lv,trend,m,2009.03,98000,16
lv,trend,m,2009.04,120000,19.8
lv,trend,m,2009.05,120000,19.8
lv,trend,m,2009.06,120000,19.8
lv,trend,m,2009.07,130000,22
lv,trend,m,2009.08,130000,22
lv,trend,m,2009.09,130000,22
lv,trend,m,2009.10,141000,24
lv,trend,m,2009.11,141000,24
lv,trend,m,2009.12,141000,24
lv,trend,m,2010.01,141000,24.3
lv,trend,m,2010.02,141000,24.3
lv,trend,m,2010.03,141000,24.3
lv,trend,m,2010.04,132000,22.7
lv,trend,m,2010.05,132000,22.7
lv,trend,m,2010.06,132000,22.7
lv,trend,m,2010.07,121000,20.9
lv,trend,m,2010.08,121000,20.9
lv,trend,m,2010.09,121000,20.9
mt,nsa,f,1995.01,2000,
mt,nsa,f,1995.02,2000,
mt,nsa,f,1995.03,2000,
mt,nsa,f,1995.04,2000,
mt,nsa,f,1995.05,2000,
mt,nsa,f,1995.06,2000,
mt,nsa,f,1995.07,2000,
mt,nsa,f,1995.08,3000,
mt,nsa,f,1995.09,3000,
mt,nsa,f,1995.10,3000,
mt,nsa,f,1995.11,3000,
mt,nsa,f,1995.12,3000,
mt,nsa,f,1996.01,3000,
mt,nsa,f,1996.02,3000,
mt,nsa,f,1996.03,3000,
mt,nsa,f,1996.04,3000,
mt,nsa,f,1996.05,3000,
mt,nsa,f,1996.06,3000,
mt,nsa,f,1996.07,3000,
mt,nsa,f,1996.08,3000,
mt,nsa,f,1996.09,3000,
mt,nsa,f,1996.10,3000,
mt,nsa,f,1996.11,3000,
mt,nsa,f,1996.12,3000,
mt,nsa,f,1997.01,3000,
mt,nsa,f,1997.02,3000,
mt,nsa,f,1997.03,3000,
mt,nsa,f,1997.04,3000,
mt,nsa,f,1997.05,3000,
mt,nsa,f,1997.06,3000,
mt,nsa,f,1997.07,3000,
mt,nsa,f,1997.08,4000,
mt,nsa,f,1997.09,4000,
mt,nsa,f,1997.10,3000,
mt,nsa,f,1997.11,3000,
mt,nsa,f,1997.12,3000,
mt,nsa,f,1998.01,3000,
mt,nsa,f,1998.02,3000,
mt,nsa,f,1998.03,3000,
mt,nsa,f,1998.04,3000,
mt,nsa,f,1998.05,3000,
mt,nsa,f,1998.06,3000,
mt,nsa,f,1998.07,3000,
mt,nsa,f,1998.08,3000,
mt,nsa,f,1998.09,3000,
mt,nsa,f,1998.10,3000,
mt,nsa,f,1998.11,3000,
mt,nsa,f,1998.12,3000,
mt,nsa,f,1999.01,3000,
mt,nsa,f,1999.02,3000,
mt,nsa,f,1999.03,3000,
mt,nsa,f,1999.04,3000,
mt,nsa,f,1999.05,3000,
mt,nsa,f,1999.06,3000,
mt,nsa,f,1999.07,4000,
mt,nsa,f,1999.08,4000,
mt,nsa,f,1999.09,4000,
mt,nsa,f,1999.10,4000,
mt,nsa,f,1999.11,4000,
mt,nsa,f,1999.12,4000,
mt,nsa,f,2000.01,4000,7.5
mt,nsa,f,2000.02,4000,7.7
mt,nsa,f,2000.03,4000,7.6
mt,nsa,f,2000.04,3000,7.1
mt,nsa,f,2000.05,3000,6.6
mt,nsa,f,2000.06,3000,6.5
mt,nsa,f,2000.07,3000,7.2
mt,nsa,f,2000.08,4000,8.1
mt,nsa,f,2000.09,4000,8
mt,nsa,f,2000.10,4000,7.6
mt,nsa,f,2000.11,4000,7.6
mt,nsa,f,2000.12,4000,7.7
mt,nsa,f,2001.01,4000,8.1
mt,nsa,f,2001.02,4000,8.5
mt,nsa,f,2001.03,4000,8.6
mt,nsa,f,2001.04,4000,8.6
mt,nsa,f,2001.05,4000,8.3
mt,nsa,f,2001.06,4000,8.1
mt,nsa,f,2001.07,4000,9.3
mt,nsa,f,2001.08,5000,10.6
mt,nsa,f,2001.09,5000,10.5
mt,nsa,f,2001.10,5000,10.1
mt,nsa,f,2001.11,5000,10.3
mt,nsa,f,2001.12,5000,10.2
mt,nsa,f,2002.01,5000,10.1
mt,nsa,f,2002.02,5000,10.2
mt,nsa,f,2002.03,5000,9.6
mt,nsa,f,2002.04,5000,9
mt,nsa,f,2002.05,4000,8.3
mt,nsa,f,2002.06,4000,7.9
mt,nsa,f,2002.07,4000,8.8
mt,nsa,f,2002.08,5000,9.7
mt,nsa,f,2002.09,5000,9.5
mt,nsa,f,2002.10,5000,9.4
mt,nsa,f,2002.11,5000,9.5
mt,nsa,f,2002.12,5000,8.9
mt,nsa,f,2003.01,5000,9.2
mt,nsa,f,2003.02,5000,9.3
mt,nsa,f,2003.03,5000,9
mt,nsa,f,2003.04,4000,8.9
mt,nsa,f,2003.05,4000,8.8
mt,nsa,f,2003.06,4000,8.3
mt,nsa,f,2003.07,5000,9.9
mt,nsa,f,2003.08,5000,10.2
mt,nsa,f,2003.09,5000,9.5
mt,nsa,f,2003.10,5000,9.4
mt,nsa,f,2003.11,5000,9.1
mt,nsa,f,2003.12,4000,8.1
mt,nsa,f,2004.01,5000,9.4
mt,nsa,f,2004.02,5000,9.5
mt,nsa,f,2004.03,4000,9.2
mt,nsa,f,2004.04,4000,8.9
mt,nsa,f,2004.05,4000,8.5
mt,nsa,f,2004.06,4000,8.2
mt,nsa,f,2004.07,4000,8.7
mt,nsa,f,2004.08,4000,8.7
mt,nsa,f,2004.09,5000,9
mt,nsa,f,2004.10,5000,9.4
mt,nsa,f,2004.11,5000,9.3
mt,nsa,f,2004.12,4000,9
mt,nsa,f,2005.01,5000,9.2
mt,nsa,f,2005.02,5000,9.2
mt,nsa,f,2005.03,5000,9.1
mt,nsa,f,2005.04,4000,8.7
mt,nsa,f,2005.05,4000,8.1
mt,nsa,f,2005.06,4000,7.9
mt,nsa,f,2005.07,4000,8.8
mt,nsa,f,2005.08,5000,8.9
mt,nsa,f,2005.09,5000,9.2
mt,nsa,f,2005.10,5000,9.1
mt,nsa,f,2005.11,5000,9.3
mt,nsa,f,2005.12,5000,9.5
mt,nsa,f,2006.01,5000,10.1
mt,nsa,f,2006.02,5000,10.1
mt,nsa,f,2006.03,5000,9.8
mt,nsa,f,2006.04,5000,9.1
mt,nsa,f,2006.05,4000,8.2
mt,nsa,f,2006.06,4000,7.8
mt,nsa,f,2006.07,4000,8.2
mt,nsa,f,2006.08,4000,8.3
mt,nsa,f,2006.09,4000,8.4
mt,nsa,f,2006.10,4000,8.2
mt,nsa,f,2006.11,4000,8.5
mt,nsa,f,2006.12,4000,8.1
mt,nsa,f,2007.01,4000,8.3
mt,nsa,f,2007.02,4000,8.2
mt,nsa,f,2007.03,4000,7.9
mt,nsa,f,2007.04,4000,7.1
mt,nsa,f,2007.05,4000,6.8
mt,nsa,f,2007.06,4000,6.5
mt,nsa,f,2007.07,4000,7.2
mt,nsa,f,2007.08,4000,7.9
mt,nsa,f,2007.09,4000,8.2
mt,nsa,f,2007.10,4000,7.9
mt,nsa,f,2007.11,4000,7.7
mt,nsa,f,2007.12,4000,7.1
mt,nsa,f,2008.01,4000,7.6
mt,nsa,f,2008.02,4000,7.3
mt,nsa,f,2008.03,4000,6.7
mt,nsa,f,2008.04,4000,6.5
mt,nsa,f,2008.05,4000,6.2
mt,nsa,f,2008.06,4000,6.1
mt,nsa,f,2008.07,4000,6.3
mt,nsa,f,2008.08,4000,6.7
mt,nsa,f,2008.09,4000,6.3
mt,nsa,f,2008.10,4000,6.5
mt,nsa,f,2008.11,4000,7
mt,nsa,f,2008.12,4000,6.6
mt,nsa,f,2009.01,4000,7.6
mt,nsa,f,2009.02,4000,7.8
mt,nsa,f,2009.03,4000,7.8
mt,nsa,f,2009.04,4000,7.6
mt,nsa,f,2009.05,4000,7.4
mt,nsa,f,2009.06,4000,7.5
mt,nsa,f,2009.07,5000,7.8
mt,nsa,f,2009.08,5000,7.7
mt,nsa,f,2009.09,5000,7.7
mt,nsa,f,2009.10,4000,7.4
mt,nsa,f,2009.11,5000,7.7
mt,nsa,f,2009.12,5000,7.7
mt,nsa,f,2010.01,5000,8
mt,nsa,f,2010.02,5000,8.4
mt,nsa,f,2010.03,5000,8.1
mt,nsa,f,2010.04,5000,8
mt,nsa,f,2010.05,4000,7.2
mt,nsa,f,2010.06,4000,6.7
mt,nsa,f,2010.07,4000,6.8
mt,nsa,f,2010.08,4000,6.4
mt,nsa,f,2010.09,4000,6.3
mt,nsa,f,2010.10,4000,6.4
mt,nsa,f,2010.11,4000,6.3
mt,nsa,f,2010.12,4000,6.2
mt,nsa,m,1995.01,5000,
mt,nsa,m,1995.02,5000,
mt,nsa,m,1995.03,5000,
mt,nsa,m,1995.04,5000,
mt,nsa,m,1995.05,5000,
mt,nsa,m,1995.06,5000,
mt,nsa,m,1995.07,5000,
mt,nsa,m,1995.08,5000,
mt,nsa,m,1995.09,5000,
mt,nsa,m,1995.10,5000,
mt,nsa,m,1995.11,5000,
mt,nsa,m,1995.12,5000,
mt,nsa,m,1996.01,5000,
mt,nsa,m,1996.02,5000,
mt,nsa,m,1996.03,5000,
mt,nsa,m,1996.04,5000,
mt,nsa,m,1996.05,5000,
mt,nsa,m,1996.06,5000,
mt,nsa,m,1996.07,5000,
mt,nsa,m,1996.08,5000,
mt,nsa,m,1996.09,5000,
mt,nsa,m,1996.10,5000,
mt,nsa,m,1996.11,6000,
mt,nsa,m,1996.12,6000,
mt,nsa,m,1997.01,6000,
mt,nsa,m,1997.02,6000,
mt,nsa,m,1997.03,6000,
mt,nsa,m,1997.04,6000,
mt,nsa,m,1997.05,6000,
mt,nsa,m,1997.06,6000,
mt,nsa,m,1997.07,6000,
mt,nsa,m,1997.08,6000,
mt,nsa,m,1997.09,7000,
mt,nsa,m,1997.10,7000,
mt,nsa,m,1997.11,7000,
mt,nsa,m,1997.12,7000,
mt,nsa,m,1998.01,7000,
mt,nsa,m,1998.02,7000,
mt,nsa,m,1998.03,7000,
mt,nsa,m,1998.04,7000,
mt,nsa,m,1998.05,6000,
mt,nsa,m,1998.06,6000,
mt,nsa,m,1998.07,6000,
mt,nsa,m,1998.08,6000,
mt,nsa,m,1998.09,7000,
mt,nsa,m,1998.10,7000,
mt,nsa,m,1998.11,7000,
mt,nsa,m,1998.12,7000,
mt,nsa,m,1999.01,7000,
mt,nsa,m,1999.02,7000,
mt,nsa,m,1999.03,7000,
mt,nsa,m,1999.04,7000,
mt,nsa,m,1999.05,7000,
mt,nsa,m,1999.06,7000,
mt,nsa,m,1999.07,7000,
mt,nsa,m,1999.08,7000,
mt,nsa,m,1999.09,7000,
mt,nsa,m,1999.10,7000,
mt,nsa,m,1999.11,7000,
mt,nsa,m,1999.12,7000,
mt,nsa,m,2000.01,7000,6.9
mt,nsa,m,2000.02,7000,7
mt,nsa,m,2000.03,7000,6.9
mt,nsa,m,2000.04,7000,6.6
mt,nsa,m,2000.05,7000,6.3
mt,nsa,m,2000.06,6000,6
mt,nsa,m,2000.07,6000,6
mt,nsa,m,2000.08,7000,6.1
mt,nsa,m,2000.09,7000,6.2
mt,nsa,m,2000.10,7000,6.3
mt,nsa,m,2000.11,7000,6.5
mt,nsa,m,2000.12,7000,6.6
mt,nsa,m,2001.01,8000,6.8
mt,nsa,m,2001.02,8000,7
mt,nsa,m,2001.03,8000,7.1
mt,nsa,m,2001.04,8000,7
mt,nsa,m,2001.05,8000,6.9
mt,nsa,m,2001.06,7000,6.7
mt,nsa,m,2001.07,7000,6.6
mt,nsa,m,2001.08,7000,6.7
mt,nsa,m,2001.09,7000,6.7
mt,nsa,m,2001.10,8000,6.9
mt,nsa,m,2001.11,8000,7.2
mt,nsa,m,2001.12,8000,7.1
mt,nsa,m,2002.01,8000,7.2
mt,nsa,m,2002.02,8000,7.4
mt,nsa,m,2002.03,8000,7.1
mt,nsa,m,2002.04,8000,6.8
mt,nsa,m,2002.05,7000,6.6
mt,nsa,m,2002.06,7000,6.2
mt,nsa,m,2002.07,7000,6
mt,nsa,m,2002.08,7000,6.1
mt,nsa,m,2002.09,7000,6.3
mt,nsa,m,2002.10,7000,6.6
mt,nsa,m,2002.11,7000,6.7
mt,nsa,m,2002.12,7000,6.6
mt,nsa,m,2003.01,7000,6.8
mt,nsa,m,2003.02,7000,6.8
mt,nsa,m,2003.03,7000,6.7
mt,nsa,m,2003.04,7000,6.6
mt,nsa,m,2003.05,7000,6.5
mt,nsa,m,2003.06,7000,6.4
mt,nsa,m,2003.07,7000,6.8
mt,nsa,m,2003.08,8000,7
mt,nsa,m,2003.09,8000,7.1
mt,nsa,m,2003.10,8000,7.4
mt,nsa,m,2003.11,8000,7.4
mt,nsa,m,2003.12,8000,7.3
mt,nsa,m,2004.01,8000,7.5
mt,nsa,m,2004.02,8000,7.4
mt,nsa,m,2004.03,8000,7
mt,nsa,m,2004.04,8000,6.9
mt,nsa,m,2004.05,7000,6.6
mt,nsa,m,2004.06,7000,6.3
mt,nsa,m,2004.07,7000,6.4
mt,nsa,m,2004.08,7000,6.1
mt,nsa,m,2004.09,7000,6.3
mt,nsa,m,2004.10,7000,6.4
mt,nsa,m,2004.11,7000,6.4
mt,nsa,m,2004.12,7000,6.5
mt,nsa,m,2005.01,7000,6.6
mt,nsa,m,2005.02,7000,6.6
mt,nsa,m,2005.03,7000,6.7
mt,nsa,m,2005.04,7000,6.6
mt,nsa,m,2005.05,7000,6.3
mt,nsa,m,2005.06,7000,6.1
mt,nsa,m,2005.07,7000,6.3
mt,nsa,m,2005.08,7000,6.5
mt,nsa,m,2005.09,7000,6.4
mt,nsa,m,2005.10,7000,6.4
mt,nsa,m,2005.11,7000,6.5
mt,nsa,m,2005.12,7000,6.5
mt,nsa,m,2006.01,8000,6.6
mt,nsa,m,2006.02,7000,6.5
mt,nsa,m,2006.03,7000,6.5
mt,nsa,m,2006.04,7000,6.4
mt,nsa,m,2006.05,7000,6.1
mt,nsa,m,2006.06,7000,6.1
mt,nsa,m,2006.07,7000,6
mt,nsa,m,2006.08,7000,6.1
mt,nsa,m,2006.09,7000,6.2
mt,nsa,m,2006.10,7000,6.3
mt,nsa,m,2006.11,7000,6.4
mt,nsa,m,2006.12,7000,6.3
mt,nsa,m,2007.01,7000,6.5
mt,nsa,m,2007.02,7000,6.3
mt,nsa,m,2007.03,7000,6.2
mt,nsa,m,2007.04,7000,6
mt,nsa,m,2007.05,7000,5.9
mt,nsa,m,2007.06,6000,5.6
mt,nsa,m,2007.07,6000,5.5
mt,nsa,m,2007.08,6000,5.6
mt,nsa,m,2007.09,6000,5.6
mt,nsa,m,2007.10,6000,5.7
mt,nsa,m,2007.11,6000,5.7
mt,nsa,m,2007.12,6000,5.4
mt,nsa,m,2008.01,6000,5.7
mt,nsa,m,2008.02,6000,5.7
mt,nsa,m,2008.03,6000,5.6
mt,nsa,m,2008.04,6000,5.6
mt,nsa,m,2008.05,6000,5.5
mt,nsa,m,2008.06,6000,5.3
mt,nsa,m,2008.07,6000,5.4
mt,nsa,m,2008.08,6000,5.4
mt,nsa,m,2008.09,6000,5.5
mt,nsa,m,2008.10,7000,5.8
mt,nsa,m,2008.11,7000,6
mt,nsa,m,2008.12,7000,5.8
mt,nsa,m,2009.01,7000,6.3
mt,nsa,m,2009.02,7000,6.3
mt,nsa,m,2009.03,7000,6.4
mt,nsa,m,2009.04,7000,6.5
mt,nsa,m,2009.05,7000,6.6
mt,nsa,m,2009.06,7000,6.5
mt,nsa,m,2009.07,8000,6.7
mt,nsa,m,2009.08,8000,6.7
mt,nsa,m,2009.09,8000,6.8
mt,nsa,m,2009.10,8000,6.7
mt,nsa,m,2009.11,8000,7
mt,nsa,m,2009.12,8000,7.1
mt,nsa,m,2010.01,8000,7.1
mt,nsa,m,2010.02,8000,7.1
mt,nsa,m,2010.03,8000,6.8
mt,nsa,m,2010.04,8000,6.8
mt,nsa,m,2010.05,8000,6.3
mt,nsa,m,2010.06,7000,6.1
mt,nsa,m,2010.07,7000,6.2
mt,nsa,m,2010.08,7000,6.1
mt,nsa,m,2010.09,7000,6.3
mt,nsa,m,2010.10,7000,6.4
mt,nsa,m,2010.11,7000,6.3
mt,nsa,m,2010.12,7000,6.2
mt,sa,f,1995.01,2000,
mt,sa,f,1995.02,2000,
mt,sa,f,1995.03,2000,
mt,sa,f,1995.04,2000,
mt,sa,f,1995.05,2000,
mt,sa,f,1995.06,2000,
mt,sa,f,1995.07,2000,
mt,sa,f,1995.08,2000,
mt,sa,f,1995.09,2000,
mt,sa,f,1995.10,2000,
mt,sa,f,1995.11,3000,
mt,sa,f,1995.12,2000,
mt,sa,f,1996.01,3000,
mt,sa,f,1996.02,3000,
mt,sa,f,1996.03,3000,
mt,sa,f,1996.04,3000,
mt,sa,f,1996.05,3000,
mt,sa,f,1996.06,3000,
mt,sa,f,1996.07,3000,
mt,sa,f,1996.08,3000,
mt,sa,f,1996.09,3000,
mt,sa,f,1996.10,3000,
mt,sa,f,1996.11,3000,
mt,sa,f,1996.12,3000,
mt,sa,f,1997.01,3000,
mt,sa,f,1997.02,3000,
mt,sa,f,1997.03,3000,
mt,sa,f,1997.04,3000,
mt,sa,f,1997.05,3000,
mt,sa,f,1997.06,3000,
mt,sa,f,1997.07,3000,
mt,sa,f,1997.08,3000,
mt,sa,f,1997.09,3000,
mt,sa,f,1997.10,3000,
mt,sa,f,1997.11,3000,
mt,sa,f,1997.12,3000,
mt,sa,f,1998.01,3000,
mt,sa,f,1998.02,3000,
mt,sa,f,1998.03,3000,
mt,sa,f,1998.04,3000,
mt,sa,f,1998.05,3000,
mt,sa,f,1998.06,3000,
mt,sa,f,1998.07,3000,
mt,sa,f,1998.08,3000,
mt,sa,f,1998.09,3000,
mt,sa,f,1998.10,3000,
mt,sa,f,1998.11,3000,
mt,sa,f,1998.12,3000,
mt,sa,f,1999.01,3000,
mt,sa,f,1999.02,3000,
mt,sa,f,1999.03,3000,
mt,sa,f,1999.04,4000,
mt,sa,f,1999.05,4000,
mt,sa,f,1999.06,4000,
mt,sa,f,1999.07,4000,
mt,sa,f,1999.08,4000,
mt,sa,f,1999.09,4000,
mt,sa,f,1999.10,4000,
mt,sa,f,1999.11,4000,
mt,sa,f,1999.12,4000,
mt,sa,f,2000.01,4000,7.5
mt,sa,f,2000.02,4000,7.6
mt,sa,f,2000.03,4000,7.6
mt,sa,f,2000.04,3000,7.4
mt,sa,f,2000.05,3000,7.3
mt,sa,f,2000.06,3000,7.3
mt,sa,f,2000.07,3000,7.3
mt,sa,f,2000.08,3000,7.4
mt,sa,f,2000.09,3000,7.4
mt,sa,f,2000.10,3000,7.4
mt,sa,f,2000.11,3000,7.4
mt,sa,f,2000.12,4000,7.7
mt,sa,f,2001.01,4000,8
mt,sa,f,2001.02,4000,8.3
mt,sa,f,2001.03,4000,8.6
mt,sa,f,2001.04,4000,9
mt,sa,f,2001.05,4000,9.2
mt,sa,f,2001.06,4000,9.2
mt,sa,f,2001.07,5000,9.5
mt,sa,f,2001.08,5000,9.8
mt,sa,f,2001.09,5000,9.7
mt,sa,f,2001.10,5000,9.7
mt,sa,f,2001.11,5000,9.9
mt,sa,f,2001.12,5000,10.1
mt,sa,f,2002.01,5000,10
mt,sa,f,2002.02,5000,9.8
mt,sa,f,2002.03,5000,9.6
mt,sa,f,2002.04,5000,9.4
mt,sa,f,2002.05,5000,9.1
mt,sa,f,2002.06,5000,8.9
mt,sa,f,2002.07,5000,9
mt,sa,f,2002.08,5000,9
mt,sa,f,2002.09,5000,9
mt,sa,f,2002.10,5000,9.1
mt,sa,f,2002.11,5000,9.2
mt,sa,f,2002.12,5000,9.1
mt,sa,f,2003.01,5000,9
mt,sa,f,2003.02,5000,8.9
mt,sa,f,2003.03,4000,8.9
mt,sa,f,2003.04,5000,9.1
mt,sa,f,2003.05,5000,9.4
mt,sa,f,2003.06,5000,9.3
mt,sa,f,2003.07,5000,9.8
mt,sa,f,2003.08,5000,9.7
mt,sa,f,2003.09,5000,9.3
mt,sa,f,2003.10,4000,9.1
mt,sa,f,2003.11,4000,8.9
mt,sa,f,2003.12,4000,8.6
mt,sa,f,2004.01,4000,9
mt,sa,f,2004.02,4000,9.1
mt,sa,f,2004.03,4000,9
mt,sa,f,2004.04,4000,9
mt,sa,f,2004.05,4000,8.9
mt,sa,f,2004.06,4000,8.9
mt,sa,f,2004.07,4000,8.7
mt,sa,f,2004.08,4000,8.6
mt,sa,f,2004.09,4000,8.9
mt,sa,f,2004.10,4000,9
mt,sa,f,2004.11,4000,8.9
mt,sa,f,2004.12,4000,9
mt,sa,f,2005.01,4000,8.7
mt,sa,f,2005.02,4000,8.7
mt,sa,f,2005.03,5000,8.8
mt,sa,f,2005.04,5000,8.9
mt,sa,f,2005.05,4000,8.9
mt,sa,f,2005.06,4000,8.9
mt,sa,f,2005.07,5000,9.1
mt,sa,f,2005.08,4000,8.9
mt,sa,f,2005.09,4000,9
mt,sa,f,2005.10,4000,8.9
mt,sa,f,2005.11,4000,9
mt,sa,f,2005.12,5000,9.3
mt,sa,f,2006.01,5000,9.4
mt,sa,f,2006.02,5000,9.4
mt,sa,f,2006.03,5000,9.4
mt,sa,f,2006.04,5000,9.3
mt,sa,f,2006.05,4000,8.7
mt,sa,f,2006.06,4000,8.6
mt,sa,f,2006.07,4000,8.4
mt,sa,f,2006.08,4000,8.3
mt,sa,f,2006.09,4000,8.3
mt,sa,f,2006.10,4000,8.1
mt,sa,f,2006.11,4000,8.1
mt,sa,f,2006.12,4000,8
mt,sa,f,2007.01,4000,7.9
mt,sa,f,2007.02,4000,7.8
mt,sa,f,2007.03,4000,7.8
mt,sa,f,2007.04,4000,7.4
mt,sa,f,2007.05,4000,7.3
mt,sa,f,2007.06,4000,7.3
mt,sa,f,2007.07,4000,7.3
mt,sa,f,2007.08,4000,7.6
mt,sa,f,2007.09,4000,7.9
mt,sa,f,2007.10,4000,7.7
mt,sa,f,2007.11,4000,7.5
mt,sa,f,2007.12,4000,7.1
mt,sa,f,2008.01,4000,7.1
mt,sa,f,2008.02,4000,6.8
mt,sa,f,2008.03,4000,6.6
mt,sa,f,2008.04,4000,6.6
mt,sa,f,2008.05,4000,6.6
mt,sa,f,2008.06,4000,6.6
mt,sa,f,2008.07,4000,6.5
mt,sa,f,2008.08,4000,6.7
mt,sa,f,2008.09,4000,6.4
mt,sa,f,2008.10,4000,6.6
mt,sa,f,2008.11,4000,6.9
mt,sa,f,2008.12,4000,6.7
mt,sa,f,2009.01,4000,7.2
mt,sa,f,2009.02,4000,7.2
mt,sa,f,2009.03,4000,7.5
mt,sa,f,2009.04,4000,7.5
mt,sa,f,2009.05,4000,7.6
mt,sa,f,2009.06,5000,7.8
mt,sa,f,2009.07,5000,7.8
mt,sa,f,2009.08,5000,7.8
mt,sa,f,2009.09,5000,7.9
mt,sa,f,2009.10,4000,7.6
mt,sa,f,2009.11,5000,7.7
mt,sa,f,2009.12,5000,7.8
mt,sa,f,2010.01,5000,7.7
mt,sa,f,2010.02,5000,7.8
mt,sa,f,2010.03,5000,7.7
mt,sa,f,2010.04,5000,7.7
mt,sa,f,2010.05,4000,7.4
mt,sa,f,2010.06,4000,7.1
mt,sa,f,2010.07,4000,6.9
mt,sa,f,2010.08,4000,6.6
mt,sa,f,2010.09,4000,6.5
mt,sa,f,2010.10,4000,6.5
mt,sa,f,2010.11,4000,6.3
mt,sa,f,2010.12,4000,6.2
mt,sa,m,1995.01,5000,
mt,sa,m,1995.02,5000,
mt,sa,m,1995.03,5000,
mt,sa,m,1995.04,5000,
mt,sa,m,1995.05,5000,
mt,sa,m,1995.06,5000,
mt,sa,m,1995.07,5000,
mt,sa,m,1995.08,5000,
mt,sa,m,1995.09,5000,
mt,sa,m,1995.10,5000,
mt,sa,m,1995.11,5000,
mt,sa,m,1995.12,5000,
mt,sa,m,1996.01,5000,
mt,sa,m,1996.02,5000,
mt,sa,m,1996.03,5000,
mt,sa,m,1996.04,5000,
mt,sa,m,1996.05,5000,
mt,sa,m,1996.06,5000,
mt,sa,m,1996.07,5000,
mt,sa,m,1996.08,5000,
mt,sa,m,1996.09,5000,
mt,sa,m,1996.10,5000,
mt,sa,m,1996.11,5000,
mt,sa,m,1996.12,6000,
mt,sa,m,1997.01,6000,
mt,sa,m,1997.02,6000,
mt,sa,m,1997.03,6000,
mt,sa,m,1997.04,6000,
mt,sa,m,1997.05,6000,
mt,sa,m,1997.06,6000,
mt,sa,m,1997.07,6000,
mt,sa,m,1997.08,7000,
mt,sa,m,1997.09,7000,
mt,sa,m,1997.10,7000,
mt,sa,m,1997.11,6000,
mt,sa,m,1997.12,7000,
mt,sa,m,1998.01,7000,
mt,sa,m,1998.02,7000,
mt,sa,m,1998.03,7000,
mt,sa,m,1998.04,7000,
mt,sa,m,1998.05,7000,
mt,sa,m,1998.06,7000,
mt,sa,m,1998.07,7000,
mt,sa,m,1998.08,7000,
mt,sa,m,1998.09,7000,
mt,sa,m,1998.10,7000,
mt,sa,m,1998.11,7000,
mt,sa,m,1998.12,7000,
mt,sa,m,1999.01,7000,
mt,sa,m,1999.02,7000,
mt,sa,m,1999.03,7000,
mt,sa,m,1999.04,7000,
mt,sa,m,1999.05,7000,
mt,sa,m,1999.06,7000,
mt,sa,m,1999.07,7000,
mt,sa,m,1999.08,7000,
mt,sa,m,1999.09,7000,
mt,sa,m,1999.10,7000,
mt,sa,m,1999.11,7000,
mt,sa,m,1999.12,7000,
mt,sa,m,2000.01,7000,6.7
mt,sa,m,2000.02,7000,6.7
mt,sa,m,2000.03,7000,6.6
mt,sa,m,2000.04,7000,6.5
mt,sa,m,2000.05,7000,6.4
mt,sa,m,2000.06,7000,6.3
mt,sa,m,2000.07,7000,6.3
mt,sa,m,2000.08,7000,6.2
mt,sa,m,2000.09,7000,6.3
mt,sa,m,2000.10,7000,6.3
mt,sa,m,2000.11,7000,6.4
mt,sa,m,2000.12,7000,6.5
mt,sa,m,2001.01,7000,6.6
mt,sa,m,2001.02,7000,6.7
mt,sa,m,2001.03,8000,6.8
mt,sa,m,2001.04,8000,6.9
mt,sa,m,2001.05,8000,7
mt,sa,m,2001.06,8000,7.1
mt,sa,m,2001.07,8000,7
mt,sa,m,2001.08,8000,7
