country,seasonality,month,unemployment,unemployment_rate
it,nsa,1996.06,2610000,11.4
it,nsa,1996.07,2477000,10.8
it,nsa,1996.08,2477000,10.8
it,nsa,1996.09,2477000,10.8
it,nsa,1996.10,2579000,11.2
it,nsa,1996.11,2579000,11.2
it,nsa,1996.12,2579000,11.2
it,nsa,1997.01,2614000,11.5
it,nsa,1997.02,2614000,11.5
it,nsa,1997.03,2614000,11.5
it,nsa,1997.04,2649000,11.5
it,nsa,1997.05,2649000,11.5
it,nsa,1997.06,2649000,11.5
it,nsa,1997.07,2460000,10.7
it,nsa,1997.08,2460000,10.7
it,nsa,1997.09,2460000,10.7
it,nsa,1997.10,2615000,11.3
it,nsa,1997.11,2615000,11.3
it,nsa,1997.12,2615000,11.3
it,nsa,1998.01,2609000,11.4
it,nsa,1998.02,2609000,11.4
it,nsa,1998.03,2609000,11.4
it,nsa,1998.04,2697000,11.6
it,nsa,1998.05,2697000,11.6
it,nsa,1998.06,2697000,11.6
it,nsa,1998.07,2555000,10.9
it,nsa,1998.08,2555000,10.9
it,nsa,1998.09,2555000,10.9
it,nsa,1998.10,2676000,11.4
it,nsa,1998.11,2676000,11.4
it,nsa,1998.12,2676000,11.4
it,nsa,1999.01,2641000,11.4
it,nsa,1999.02,2641000,11.4
it,nsa,1999.03,2641000,11.4
it,nsa,1999.04,2619000,11.2
it,nsa,1999.05,2619000,11.2
it,nsa,1999.06,2619000,11.2
it,nsa,1999.07,2487000,10.6
it,nsa,1999.08,2487000,10.6
it,nsa,1999.09,2487000,10.6
it,nsa,1999.10,2491000,10.6
it,nsa,1999.11,2491000,10.6
it,nsa,1999.12,2491000,10.6
it,nsa,2000.01,2539000,10.9
it,nsa,2000.02,2539000,10.9
it,nsa,2000.03,2539000,10.9
it,nsa,2000.04,2437000,10.4
it,nsa,2000.05,2437000,10.4
it,nsa,2000.06,2437000,10.4
it,nsa,2000.07,2298000,9.7
it,nsa,2000.08,2298000,9.7
it,nsa,2000.09,2298000,9.7
it,nsa,2000.10,2279000,9.6
it,nsa,2000.11,2279000,9.6
it,nsa,2000.12,2279000,9.6
it,nsa,2001.01,2276000,9.6
it,nsa,2001.02,2276000,9.6
it,nsa,2001.03,2276000,9.6
it,nsa,2001.04,2168000,9.2
it,nsa,2001.05,2168000,9.2
it,nsa,2001.06,2168000,9.2
it,nsa,2001.07,2090000,8.7
it,nsa,2001.08,2090000,8.7
it,nsa,2001.09,2090000,8.7
it,nsa,2001.10,2122000,8.9
it,nsa,2001.11,2122000,8.9
it,nsa,2001.12,2122000,8.9
it,nsa,2002.01,2095000,8.8
it,nsa,2002.02,2095000,8.8
it,nsa,2002.03,2095000,8.8
it,nsa,2002.04,2107000,8.8
it,nsa,2002.05,2107000,8.8
it,nsa,2002.06,2107000,8.8
it,nsa,2002.07,1994000,8.3
it,nsa,2002.08,1994000,8.3
it,nsa,2002.09,1994000,8.3
it,nsa,2002.10,2053000,8.5
it,nsa,2002.11,2053000,8.5
it,nsa,2002.12,2053000,8.5
it,nsa,2003.01,2186000,9.1
it,nsa,2003.02,2186000,9.1
it,nsa,2003.03,2186000,9.1
it,nsa,2003.04,2046000,8.4
it,nsa,2003.05,2046000,8.4
it,nsa,2003.06,2046000,8.4
it,nsa,2003.07,1938000,8
it,nsa,2003.08,1938000,8
it,nsa,2003.09,1938000,8
it,nsa,2003.10,2023000,8.3
it,nsa,2003.11,2023000,8.3
it,nsa,2003.12,2023000,8.3
it,nsa,2004.01,2120000,8.8
it,nsa,2004.02,2034000,8.5
it,nsa,2004.03,2139000,8.8
it,nsa,2004.04,1947000,8.1
it,nsa,2004.05,1962000,8
it,nsa,2004.06,1854000,7.5
it,nsa,2004.07,1701000,7
it,nsa,2004.08,1624000,6.7
it,nsa,2004.09,2021000,8.3
it,nsa,2004.10,2066000,8.3
it,nsa,2004.11,2098000,8.5
it,nsa,2004.12,1917000,7.9
it,nsa,2005.01,1936000,8
it,nsa,2005.02,2070000,8.5
it,nsa,2005.03,2023000,8.3
it,nsa,2005.04,1879000,7.7
it,nsa,2005.05,1796000,7.3
it,nsa,2005.06,1837000,7.5
it,nsa,2005.07,1545000,6.4
it,nsa,2005.08,1534000,6.4
it,nsa,2005.09,2025000,8.2
it,nsa,2005.10,2093000,8.4
it,nsa,2005.11,2013000,8.1
it,nsa,2005.12,1863000,7.6
it,nsa,2006.01,1881000,7.7
it,nsa,2006.02,1987000,8
it,nsa,2006.03,1781000,7.2
it,nsa,2006.04,1672000,6.7
it,nsa,2006.05,1719000,6.9
it,nsa,2006.06,1503000,6.1
it,nsa,2006.07,1375000,5.6
it,nsa,2006.08,1397000,5.8
it,nsa,2006.09,1717000,6.9
it,nsa,2006.10,1827000,7.4
it,nsa,2006.11,1763000,7.1
it,nsa,2006.12,1521000,6.2
it,nsa,2007.01,1655000,6.8
it,nsa,2007.02,1603000,6.5
it,nsa,2007.03,1439000,5.9
it,nsa,2007.04,1363000,5.6
it,nsa,2007.05,1503000,6.1
it,nsa,2007.06,1348000,5.4
it,nsa,2007.07,1443000,5.8
it,nsa,2007.08,1281000,5.2
it,nsa,2007.09,1507000,6
it,nsa,2007.10,1647000,6.6
it,nsa,2007.11,1642000,6.6
it,nsa,2007.12,1680000,6.7
it,nsa,2008.01,1837000,7.4
it,nsa,2008.02,1808000,7.2
it,nsa,2008.03,1620000,6.5
it,nsa,2008.04,1769000,6.9
it,nsa,2008.05,1694000,6.7
it,nsa,2008.06,1650000,6.6
it,nsa,2008.07,1513000,6
it,nsa,2008.08,1422000,5.7
it,nsa,2008.09,1650000,6.6
it,nsa,2008.10,1816000,7.1
it,nsa,2008.11,1805000,7.2
it,nsa,2008.12,1694000,6.8
it,nsa,2009.01,1957000,7.9
it,nsa,2009.02,1976000,7.9
it,nsa,2009.03,2020000,8.1
it,nsa,2009.04,1894000,7.6
it,nsa,2009.05,1782000,7.1
it,nsa,2009.06,1826000,7.3
it,nsa,2009.07,1794000,7.2
it,nsa,2009.08,1611000,6.6
it,nsa,2009.09,2041000,8.2
it,nsa,2009.10,2180000,8.7
it,nsa,2009.11,2117000,8.5
it,nsa,2009.12,2128000,8.5
it,nsa,2010.01,2275000,9.1
it,nsa,2010.02,2325000,9.3
it,nsa,2010.03,2231000,8.9
it,nsa,2010.04,2245000,8.9
it,nsa,2010.05,2138000,8.5
it,nsa,2010.06,1934000,7.8
it,nsa,2010.07,1869000,7.5
it,nsa,2010.08,1668000,6.9
it,nsa,2010.09,2017000,8.1
it,nsa,2010.10,2348000,9.3
it,nsa,2010.11,2250000,8.9
it,nsa,2010.12,2146000,8.5
it,sa,1983.01,1547000,6.9
it,sa,1983.02,1583000,7.1
it,sa,1983.03,1623000,7.2
it,sa,1983.04,1621000,7.2
it,sa,1983.05,1632000,7.3
it,sa,1983.06,1656000,7.3
it,sa,1983.07,1661000,7.4
it,sa,1983.08,1669000,7.4
it,sa,1983.09,1682000,7.5
it,sa,1983.10,1716000,7.6
it,sa,1983.11,1744000,7.7
it,sa,1983.12,1756000,7.8
it,sa,1984.01,1769000,7.9
it,sa,1984.02,1764000,7.9
it,sa,1984.03,1752000,7.8
it,sa,1984.04,1762000,7.9
it,sa,1984.05,1756000,7.8
it,sa,1984.06,1741000,7.8
it,sa,1984.07,1742000,7.8
it,sa,1984.08,1740000,7.8
it,sa,1984.09,1747000,7.8
it,sa,1984.10,1746000,7.8
it,sa,1984.11,1741000,7.8
it,sa,1984.12,1762000,7.9
it,sa,1985.01,1795000,8
it,sa,1985.02,1811000,8
it,sa,1985.03,1807000,8
it,sa,1985.04,1809000,8
it,sa,1985.05,1819000,8
it,sa,1985.06,1840000,8.1
it,sa,1985.07,1862000,8.2
it,sa,1985.08,1875000,8.2
it,sa,1985.09,1884000,8.3
it,sa,1985.10,1901000,8.3
it,sa,1985.11,1925000,8.4
it,sa,1985.12,1942000,8.5
it,sa,1986.01,1952000,8.5
it,sa,1986.02,1967000,8.6
it,sa,1986.03,1987000,8.6
it,sa,1986.04,2002000,8.7
it,sa,1986.05,2012000,8.8
it,sa,1986.06,2023000,8.8
it,sa,1986.07,2045000,8.9
it,sa,1986.08,2070000,9
it,sa,1986.09,2093000,9.1
it,sa,1986.10,2115000,9.1
it,sa,1986.11,2113000,9.1
it,sa,1986.12,2134000,9.2
it,sa,1987.01,2141000,9.2
it,sa,1987.02,2143000,9.3
it,sa,1987.03,2152000,9.3
it,sa,1987.04,2154000,9.4
it,sa,1987.05,2227000,9.7
it,sa,1987.06,2301000,9.9
it,sa,1987.07,2291000,9.8
it,sa,1987.08,2286000,9.8
it,sa,1987.09,2287000,9.8
it,sa,1987.10,2269000,9.8
it,sa,1987.11,2257000,9.7
it,sa,1987.12,2260000,9.7
it,sa,1988.01,2266000,9.7
it,sa,1988.02,2266000,9.7
it,sa,1988.03,2271000,9.7
it,sa,1988.04,2279000,9.7
it,sa,1988.05,2273000,9.6
it,sa,1988.06,2271000,9.6
it,sa,1988.07,2278000,9.6
it,sa,1988.08,2286000,9.6
it,sa,1988.09,2278000,9.6
it,sa,1988.10,2283000,9.8
it,sa,1988.11,2302000,9.8
it,sa,1988.12,2294000,9.8
it,sa,1989.01,2290000,9.8
it,sa,1989.02,2294000,9.8
it,sa,1989.03,2287000,9.8
it,sa,1989.04,2282000,9.8
it,sa,1989.05,2290000,9.8
it,sa,1989.06,2293000,9.8
it,sa,1989.07,2293000,9.8
it,sa,1989.08,2276000,9.7
it,sa,1989.09,2245000,9.6
it,sa,1989.10,2220000,9.4
it,sa,1989.11,2197000,9.4
it,sa,1989.12,2170000,9.3
it,sa,1990.01,2145000,9.1
it,sa,1990.02,2122000,9
it,sa,1990.03,2093000,8.9
it,sa,1990.04,2083000,8.9
it,sa,1990.05,2099000,8.9
it,sa,1990.06,2104000,8.9
it,sa,1990.07,2082000,8.8
it,sa,1990.08,2062000,8.8
it,sa,1990.09,2067000,8.8
it,sa,1990.10,2059000,8.8
it,sa,1990.11,2054000,8.7
it,sa,1990.12,2055000,8.7
it,sa,1991.01,2053000,8.7
it,sa,1991.02,2041000,8.6
it,sa,1991.03,2027000,8.6
it,sa,1991.04,2016000,8.5
it,sa,1991.05,2001000,8.5
it,sa,1991.06,1990000,8.4
it,sa,1991.07,2000000,8.4
it,sa,1991.08,2005000,8.4
it,sa,1991.09,2017000,8.5
it,sa,1991.10,2031000,8.5
it,sa,1991.11,2062000,8.7
it,sa,1991.12,2037000,8.6
it,sa,1992.01,2042000,8.6
it,sa,1992.02,2063000,8.7
it,sa,1992.03,2061000,8.7
it,sa,1992.04,2046000,8.7
it,sa,1992.05,2034000,8.6
it,sa,1992.06,2037000,8.7
it,sa,1992.07,2078000,8.9
it,sa,1992.08,2095000,9
it,sa,1992.09,2104000,9.1
it,sa,1992.10,2047000,8.9
it,sa,1992.11,2048000,8.9
it,sa,1992.12,2066000,8.9
it,sa,1993.01,2065000,9
it,sa,1993.02,2104000,9.1
it,sa,1993.03,2152000,9.3
it,sa,1993.04,2243000,9.7
it,sa,1993.05,2265000,9.8
it,sa,1993.06,2275000,9.9
it,sa,1993.07,2278000,9.9
it,sa,1993.08,2287000,10
it,sa,1993.09,2307000,10
it,sa,1993.10,2391000,10.4
it,sa,1993.11,2396000,10.4
it,sa,1993.12,2411000,10.5
it,sa,1994.01,2374000,10.4
it,sa,1994.02,2381000,10.4
it,sa,1994.03,2392000,10.5
it,sa,1994.04,2406000,10.5
it,sa,1994.05,2416000,10.6
it,sa,1994.06,2429000,10.6
it,sa,1994.07,2355000,10.4
it,sa,1994.08,2363000,10.4
it,sa,1994.09,2372000,10.4
it,sa,1994.10,2525000,11.1
it,sa,1994.11,2534000,11.1
it,sa,1994.12,2546000,11.2
it,sa,1995.01,2556000,11.2
it,sa,1995.02,2563000,11.2
it,sa,1995.03,2576000,11.3
it,sa,1995.04,2516000,11.1
it,sa,1995.05,2522000,11.1
it,sa,1995.06,2529000,11.1
it,sa,1995.07,2539000,11.1
it,sa,1995.08,2542000,11.2
it,sa,1995.09,2547000,11.2
it,sa,1995.10,2529000,11.1
it,sa,1995.11,2532000,11.1
it,sa,1995.12,2537000,11.1
it,sa,1996.01,2515000,11
it,sa,1996.02,2517000,11
it,sa,1996.03,2521000,11
it,sa,1996.04,2593000,11.3
it,sa,1996.05,2595000,11.3
it,sa,1996.06,2596000,11.3
it,sa,1996.07,2543000,11.1
it,sa,1996.08,2544000,11.1
it,sa,1996.09,2547000,11.1
it,sa,1996.10,2561000,11.2
it,sa,1996.11,2562000,11.2
it,sa,1996.12,2567000,11.2
it,sa,1997.01,2577000,11.2
it,sa,1997.02,2581000,11.3
it,sa,1997.03,2583000,11.3
it,sa,1997.04,2623000,11.4
it,sa,1997.05,2623000,11.4
it,sa,1997.06,2626000,11.4
it,sa,1997.07,2529000,11
it,sa,1997.08,2530000,11
it,sa,1997.09,2532000,11
it,sa,1997.10,2600000,11.3
it,sa,1997.11,2598000,11.3
it,sa,1997.12,2600000,11.3
it,sa,1998.01,2569000,11.1
it,sa,1998.02,2569000,11.1
it,sa,1998.03,2569000,11.1
it,sa,1998.04,2674000,11.5
it,sa,1998.05,2672000,11.5
it,sa,1998.06,2669000,11.5
it,sa,1998.07,2633000,11.3
it,sa,1998.08,2630000,11.3
it,sa,1998.09,2628000,11.3
it,sa,1998.10,2678000,11.5
it,sa,1998.11,2673000,11.4
it,sa,1998.12,2670000,11.4
it,sa,1999.01,2593000,11.1
it,sa,1999.02,2589000,11.1
it,sa,1999.03,2585000,11.1
it,sa,1999.04,2598000,11.1
it,sa,1999.05,2591000,11.1
it,sa,1999.06,2585000,11
it,sa,1999.07,2567000,11
it,sa,1999.08,2561000,10.9
it,sa,1999.09,2557000,10.9
it,sa,1999.10,2507000,10.7
it,sa,1999.11,2502000,10.7
it,sa,1999.12,2495000,10.6
it,sa,2000.01,2486000,10.6
it,sa,2000.02,2479000,10.6
it,sa,2000.03,2473000,10.5
it,sa,2000.04,2423000,10.3
it,sa,2000.05,2413000,10.3
it,sa,2000.06,2404000,10.2
it,sa,2000.07,2368000,10
it,sa,2000.08,2360000,10
it,sa,2000.09,2351000,9.9
it,sa,2000.10,2285000,9.6
it,sa,2000.11,2283000,9.6
it,sa,2000.12,2278000,9.6
it,sa,2001.01,2232000,9.4
it,sa,2001.02,2226000,9.4
it,sa,2001.03,2219000,9.3
it,sa,2001.04,2173000,9.2
it,sa,2001.05,2163000,9.1
it,sa,2001.06,2152000,9.1
it,sa,2001.07,2158000,9.1
it,sa,2001.08,2149000,9
it,sa,2001.09,2143000,9
it,sa,2001.10,2119000,8.9
it,sa,2001.11,2114000,8.9
it,sa,2001.12,2107000,8.8
it,sa,2002.01,2047000,8.6
it,sa,2002.02,2041000,8.5
it,sa,2002.03,2035000,8.5
it,sa,2002.04,2122000,8.9
it,sa,2002.05,2113000,8.8
it,sa,2002.06,2105000,8.8
it,sa,2002.07,2072000,8.6
it,sa,2002.08,2065000,8.6
it,sa,2002.09,2058000,8.6
it,sa,2002.10,2035000,8.5
it,sa,2002.11,2029000,8.5
it,sa,2002.12,2022000,8.4
it,sa,2003.01,2116000,8.8
it,sa,2003.02,2108000,8.7
it,sa,2003.03,2099000,8.7
it,sa,2003.04,2051000,8.4
it,sa,2003.05,2067000,8.5
it,sa,2003.06,2075000,8.5
it,sa,2003.07,2034000,8.4
it,sa,2003.08,2037000,8.4
it,sa,2003.09,2036000,8.4
it,sa,2003.10,1995000,8.2
it,sa,2003.11,1993000,8.2
it,sa,2003.12,1991000,8.2
it,sa,2004.01,2005000,8.2
it,sa,2004.02,1963000,8.1
it,sa,2004.03,2006000,8.2
it,sa,2004.04,1965000,8.1
it,sa,2004.05,1987000,8.2
it,sa,2004.06,1949000,8
it,sa,2004.07,1944000,7.9
it,sa,2004.08,1910000,7.8
it,sa,2004.09,1935000,8
it,sa,2004.10,1932000,7.9
it,sa,2004.11,1944000,7.9
it,sa,2004.12,1927000,7.9
it,sa,2005.01,1901000,7.8
it,sa,2005.02,1926000,7.9
it,sa,2005.03,1907000,7.8
it,sa,2005.04,1911000,7.8
it,sa,2005.05,1855000,7.6
it,sa,2005.06,1920000,7.8
it,sa,2005.07,1852000,7.6
it,sa,2005.08,1861000,7.6
it,sa,2005.09,1896000,7.7
it,sa,2005.10,1877000,7.6
it,sa,2005.11,1849000,7.5
it,sa,2005.12,1826000,7.4
it,sa,2006.01,1800000,7.3
it,sa,2006.02,1808000,7.3
it,sa,2006.03,1753000,7.1
it,sa,2006.04,1726000,7
it,sa,2006.05,1726000,7
it,sa,2006.06,1648000,6.7
it,sa,2006.07,1616000,6.6
it,sa,2006.08,1635000,6.6
it,sa,2006.09,1617000,6.6
it,sa,2006.10,1612000,6.6
it,sa,2006.11,1587000,6.4
it,sa,2006.12,1525000,6.2
it,sa,2007.01,1536000,6.2
it,sa,2007.02,1491000,6.1
it,sa,2007.03,1482000,6
it,sa,2007.04,1443000,5.9
it,sa,2007.05,1515000,6.1
it,sa,2007.06,1480000,6
it,sa,2007.07,1585000,6.4
it,sa,2007.08,1516000,6.1
it,sa,2007.09,1514000,6.1
it,sa,2007.10,1524000,6.2
it,sa,2007.11,1515000,6.1
it,sa,2007.12,1659000,6.6
it,sa,2008.01,1639000,6.5
it,sa,2008.02,1632000,6.5
it,sa,2008.03,1603000,6.4
it,sa,2008.04,1717000,6.8
it,sa,2008.05,1672000,6.7
it,sa,2008.06,1742000,6.9
it,sa,2008.07,1678000,6.7
it,sa,2008.08,1733000,6.9
it,sa,2008.09,1704000,6.8
it,sa,2008.10,1744000,6.9
it,sa,2008.11,1756000,7
it,sa,2008.12,1731000,6.9
it,sa,2009.01,1774000,7.1
it,sa,2009.02,1803000,7.2
it,sa,2009.03,1961000,7.8
it,sa,2009.04,1847000,7.4
it,sa,2009.05,1885000,7.5
it,sa,2009.06,1939000,7.8
it,sa,2009.07,1987000,7.9
it,sa,2009.08,1981000,7.9
it,sa,2009.09,2077000,8.3
it,sa,2009.10,2036000,8.2
it,sa,2009.11,2065000,8.3
it,sa,2009.12,2093000,8.4
it,sa,2010.01,2087000,8.3
it,sa,2010.02,2099000,8.4
it,sa,2010.03,2113000,8.5
it,sa,2010.04,2139000,8.5
it,sa,2010.05,2142000,8.6
it,sa,2010.06,2102000,8.4
it,sa,2010.07,2104000,8.4
it,sa,2010.08,2091000,8.4
it,sa,2010.09,2112000,8.5
it,sa,2010.10,2188000,8.7
it,sa,2010.11,2157000,8.6
it,sa,2010.12,2146000,8.6
it,trend,1983.01,1561000,7
it,trend,1983.02,1586000,7.1
it,trend,1983.03,1611000,7.2
it,trend,1983.04,1624000,7.2
it,trend,1983.05,1637000,7.3
it,trend,1983.06,1651000,7.3
it,trend,1983.07,1662000,7.4
it,trend,1983.08,1675000,7.5
it,trend,1983.09,1692000,7.5
it,trend,1983.10,1715000,7.6
it,trend,1983.11,1737000,7.7
it,trend,1983.12,1750000,7.7
it,trend,1984.01,1759000,7.9
it,trend,1984.02,1760000,7.9
it,trend,1984.03,1757000,7.9
it,trend,1984.04,1757000,7.9
it,trend,1984.05,1753000,7.8
it,trend,1984.06,1746000,7.8
it,trend,1984.07,1744000,7.8
it,trend,1984.08,1743000,7.8
it,trend,1984.09,1745000,7.8
it,trend,1984.10,1748000,7.8
it,trend,1984.11,1754000,7.8
it,trend,1984.12,1769000,7.9
it,trend,1985.01,1787000,7.9
it,trend,1985.02,1800000,8
it,trend,1985.03,1806000,8
it,trend,1985.04,1813000,8
it,trend,1985.05,1824000,8
it,trend,1985.06,1841000,8.1
it,trend,1985.07,1859000,8.2
it,trend,1985.08,1873000,8.2
it,trend,1985.09,1886000,8.3
it,trend,1985.10,1903000,8.3
it,trend,1985.11,1920000,8.4
it,trend,1985.12,1937000,8.5
it,trend,1986.01,1950000,8.5
it,trend,1986.02,1974000,8.6
it,trend,1986.03,1987000,8.6
it,trend,1986.04,2001000,8.7
it,trend,1986.05,2015000,8.8
it,trend,1986.06,2029000,8.9
it,trend,1986.07,2047000,8.9
it,trend,1986.08,2069000,9
it,trend,1986.09,2092000,9.1
it,trend,1986.10,2112000,9.1
it,trend,1986.11,2129000,9.2
it,trend,1986.12,2141000,9.2
it,trend,1987.01,2149000,9.3
it,trend,1987.02,2156000,9.3
it,trend,1987.03,2168000,9.3
it,trend,1987.04,2141000,9.3
it,trend,1987.05,2160000,9.4
it,trend,1987.06,2232000,9.7
it,trend,1987.07,2258000,9.7
it,trend,1987.08,2260000,9.7
it,trend,1987.09,2260000,9.7
it,trend,1987.10,2255000,9.7
it,trend,1987.11,2252000,9.7
it,trend,1987.12,2255000,9.7
it,trend,1988.01,2260000,9.7
it,trend,1988.02,2264000,9.7
it,trend,1988.03,2268000,9.7
it,trend,1988.04,2272000,9.6
it,trend,1988.05,2273000,9.6
it,trend,1988.06,2273000,9.6
it,trend,1988.07,2277000,9.7
it,trend,1988.08,2281000,9.7
it,trend,1988.09,2281000,9.6
it,trend,1988.10,2286000,9.8
it,trend,1988.11,2295000,9.8
it,trend,1988.12,2295000,9.8
it,trend,1989.01,2292000,9.8
it,trend,1989.02,2292000,9.8
it,trend,1989.03,2290000,9.8
it,trend,1989.04,2288000,9.8
it,trend,1989.05,2289000,9.8
it,trend,1989.06,2289000,9.8
it,trend,1989.07,2284000,9.7
it,trend,1989.08,2269000,9.7
it,trend,1989.09,2246000,9.6
it,trend,1989.10,2221000,9.4
it,trend,1989.11,2196000,9.3
it,trend,1989.12,2172000,9.3
it,trend,1990.01,2148000,9.2
it,trend,1990.02,2124000,9.1
it,trend,1990.03,2103000,9
it,trend,1990.04,2093000,8.9
it,trend,1990.05,2095000,8.9
it,trend,1990.06,2094000,8.9
it,trend,1990.07,2082000,8.8
it,trend,1990.08,2070000,8.8
it,trend,1990.09,2065000,8.8
it,trend,1990.10,2060000,8.8
it,trend,1990.11,2055000,8.7
it,trend,1990.12,2052000,8.7
it,trend,1991.01,2047000,8.6
it,trend,1991.02,2038000,8.6
it,trend,1991.03,2027000,8.6
it,trend,1991.04,2017000,8.5
it,trend,1991.05,2005000,8.5
it,trend,1991.06,1999000,8.5
it,trend,1991.07,2002000,8.4
it,trend,1991.08,2009000,8.5
it,trend,1991.09,2018000,8.5
it,trend,1991.10,2029000,8.5
it,trend,1991.11,2051000,8.6
it,trend,1991.12,2045000,8.6
it,trend,1992.01,2046000,8.6
it,trend,1992.02,2054000,8.7
it,trend,1992.03,2054000,8.7
it,trend,1992.04,2047000,8.7
it,trend,1992.05,2043000,8.7
it,trend,1992.06,2051000,8.7
it,trend,1992.07,2074000,8.9
it,trend,1992.08,2095000,9
it,trend,1992.09,2097000,9
it,trend,1992.10,2056000,8.9
it,trend,1992.11,2060000,8.9
it,trend,1992.12,2077000,9
it,trend,1993.01,2103000,9.1
it,trend,1993.02,2133000,9.2
it,trend,1993.03,2168000,9.4
it,trend,1993.04,2244000,9.7
it,trend,1993.05,2266000,9.8
it,trend,1993.06,2277000,9.9
it,trend,1993.07,2286000,9.9
it,trend,1993.08,2297000,10
it,trend,1993.09,2315000,10.1
it,trend,1993.10,2338000,10.2
it,trend,1993.11,2359000,10.3
it,trend,1993.12,2378000,10.3
it,trend,1994.01,2358000,10.3
it,trend,1994.02,2369000,10.4
it,trend,1994.03,2383000,10.4
it,trend,1994.04,2398000,10.5
it,trend,1994.05,2412000,10.6
it,trend,1994.06,2427000,10.6
it,trend,1994.07,2351000,10.3
it,trend,1994.08,2361000,10.4
it,trend,1994.09,2371000,10.4
it,trend,1994.10,2524000,11.1
it,trend,1994.11,2534000,11.1
it,trend,1994.12,2545000,11.2
it,trend,1995.01,2556000,11.2
it,trend,1995.02,2566000,11.3
it,trend,1995.03,2576000,11.3
it,trend,1995.04,2514000,11.1
it,trend,1995.05,2523000,11.1
it,trend,1995.06,2530000,11.1
it,trend,1995.07,2536000,11.1
it,trend,1995.08,2540000,11.1
it,trend,1995.09,2541000,11.1
it,trend,1995.10,2536000,11.1
it,trend,1995.11,2535000,11.1
it,trend,1995.12,2538000,11.1
it,trend,1996.01,2516000,11
it,trend,1996.02,2519000,11
it,trend,1996.03,2523000,11.1
it,trend,1996.04,2590000,11.3
it,trend,1996.05,2592000,11.3
it,trend,1996.06,2594000,11.3
it,trend,1996.07,2545000,11.1
it,trend,1996.08,2547000,11.1
it,trend,1996.09,2551000,11.1
it,trend,1996.10,2557000,11.2
it,trend,1996.11,2563000,11.2
it,trend,1996.12,2568000,11.2
it,trend,1997.01,2575000,11.2
it,trend,1997.02,2580000,11.3
it,trend,1997.03,2586000,11.3
it,trend,1997.04,2620000,11.4
it,trend,1997.05,2624000,11.4
it,trend,1997.06,2626000,11.4
it,trend,1997.07,2530000,11
it,trend,1997.08,2532000,11
it,trend,1997.09,2536000,11.1
it,trend,1997.10,2595000,11.3
it,trend,1997.11,2599000,11.3
it,trend,1997.12,2600000,11.3
it,trend,1998.01,2567000,11.2
it,trend,1998.02,2567000,11.1
it,trend,1998.03,2564000,11.1
it,trend,1998.04,2677000,11.5
it,trend,1998.05,2671000,11.5
it,trend,1998.06,2664000,11.5
it,trend,1998.07,2639000,11.4
it,trend,1998.08,2632000,11.3
it,trend,1998.09,2626000,11.3
it,trend,1998.10,2655000,11.4
it,trend,1998.11,2652000,11.4
it,trend,1998.12,2648000,11.3
it,trend,1999.01,2589000,11.1
it,trend,1999.02,2583000,11.1
it,trend,1999.03,2580000,11
it,trend,1999.04,2595000,11.1
it,trend,1999.05,2590000,11.1
it,trend,1999.06,2587000,11.1
it,trend,1999.07,2564000,10.9
it,trend,1999.08,2562000,10.9
it,trend,1999.09,2560000,10.9
it,trend,1999.10,2501000,10.7
it,trend,1999.11,2498000,10.7
it,trend,1999.12,2493000,10.6
it,trend,2000.01,2486000,10.6
it,trend,2000.02,2479000,10.6
it,trend,2000.03,2471000,10.5
it,trend,2000.04,2401000,10.2
it,trend,2000.05,2395000,10.2
it,trend,2000.06,2388000,10.1
it,trend,2000.07,2361000,10
it,trend,2000.08,2353000,10
it,trend,2000.09,2344000,9.9
it,trend,2000.10,2305000,9.7
it,trend,2000.11,2295000,9.7
it,trend,2000.12,2283000,9.6
it,trend,2001.01,2243000,9.4
it,trend,2001.02,2231000,9.4
it,trend,2001.03,2219000,9.3
it,trend,2001.04,2179000,9.2
it,trend,2001.05,2167000,9.1
it,trend,2001.06,2159000,9.1
it,trend,2001.07,2156000,9.1
it,trend,2001.08,2150000,9
it,trend,2001.09,2144000,9
it,trend,2001.10,2118000,8.9
it,trend,2001.11,2112000,8.9
it,trend,2001.12,2105000,8.8
it,trend,2002.01,2049000,8.6
it,trend,2002.02,2042000,8.6
it,trend,2002.03,2037000,8.5
it,trend,2002.04,2118000,8.9
it,trend,2002.05,2113000,8.8
it,trend,2002.06,2107000,8.8
it,trend,2002.07,2071000,8.6
it,trend,2002.08,2064000,8.6
it,trend,2002.09,2054000,8.6
it,trend,2002.10,2041000,8.5
it,trend,2002.11,2031000,8.5
it,trend,2002.12,2024000,8.4
it,trend,2003.01,2115000,8.8
it,trend,2003.02,2107000,8.7
it,trend,2003.03,2099000,8.7
it,trend,2003.04,2134000,8.8
it,trend,2003.05,2123000,8.7
it,trend,2003.06,2111000,8.7
it,trend,2003.07,2067000,8.5
it,trend,2003.08,2057000,8.5
it,trend,2003.09,2049000,8.4
it,trend,2003.10,2044000,8.4
it,trend,2003.11,2034000,8.3
it,trend,2003.12,2025000,8.3
lt,nsa,1998.01,276000,15.7
lt,nsa,1998.02,276000,15.7
lt,nsa,1998.03,276000,15.7
lt,nsa,1998.04,237000,13.8
lt,nsa,1998.05,237000,13.8
lt,nsa,1998.06,237000,13.8
lt,nsa,1998.07,188000,11.3
lt,nsa,1998.08,188000,11.3
lt,nsa,1998.09,188000,11.3
