access,addr.source:housenumber,addr:city,addr:country,addr:floor,addr:housename,addr:housenumber,addr:place,addr:postcode,addr:state,addr:street,addr:unit,address,alt_name,alt_name_1,amenity,atm,atm:operator,building,building:levels,building:material,capacity,construction,contact:email,contact:facebook,contact:google_plus,contact:instagram,contact:phone,contact:website,cuisine,delivery,description,designation,diet:halal,diet:vegan,diet:vegetarian,disused,drive_in,drive_through,ele,email,ethnicity,fax,fixme,food,gnis:county_id,gnis:created,gnis:edited,gnis:feature_id,gnis:state_id,happy_hour,inside_atm,internet_access,internet_access:fee,lat,layer,live_music,lon,microbrewery,name,name:en,name:zh,note,old_name,opening_hours,operator,outdoor_seating,payment:bitcoin,payment:discover_card,payment:litecoin,payment:mastercard,payment:visa,phone,pizza,postal_code,pupuseria,shop,smoking,takeaway,taqueria,toilets:wheelchair,type,url,website,wheelchair,wheelchair:description,wifi,wikipedia,wpt_description,yelp
,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,pizza,,,,,,,,,,,,,,,,,,,,,,,,,37.7778951,,,-122.3925476,,Amici's East Coast Pizzeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7785808,,,-122.3933641,,District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,San Francisco,,,,236,,94107,,Townsend Street,,,,,restaurant,,,,,,,,,,,,,,sandwich,,,,,,,,,,,,,,,,,,,,,,,,,37.7781979,,,-122.3938539,,Durso Cafe & Juice Bar,,,,,Mo-Fr 08:00-15:00,,,,,,,,+1 (415) 369-9442,,,,,,,,,,,http://dursocafe.com,yes,,,,,
,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7764346,,,-122.3916086,,Focaccia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,carribean,,,,,,,,,,,,,,,,,,,,,,,,,37.7786737,,,-122.3932518,,Primo Patio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7794954,,,-122.3922179,,Saison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,San Francisco,,,,475,,94107,,3rd Street,,,,,restaurant,,,,,,,,,,,,,,american,,,,,,,,,,,,,,,,,,,,,,,,,37.7817322,,,-122.396134,,Garaje,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,San Francisco,,,,500,,94107,CA,Brannan Street,,,,,restaurant,,,,,,,,,,,,,,american,,,,,,,,,,,,,,,,,,,,,,,,,37.7783536,,,-122.3967988,,Marlowe,,,,,,,,,,,,,+1 (415) 777-1413,,,,,no,yes,,,,,http://marlowesf.com/menus/,,,,,,
,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,mexican,,,,,,,,,,,,,,,,,,,,,,,,,37.7795799,,,-122.3977976,,Chavo's,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,thai,,,,,,,,,,,,,,,,,,,,,,,,,37.781031,,,-122.3964803,,Chili Lemon Garlic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7785664,,,-122.3971001,,Fringale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,italian,,,,,,,,,,,,,,,,,,,,,,,,,37.7816336,,,-122.3960029,,La Bricola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7806466,,,-122.3964816,,Lava Lounge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7778936,,,-122.3910462,,Public House,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,
,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,vietnamese,,,,,,,,,,,,,,,,,,,,,,,,,37.7816876,,,-122.3960713,,Rainbow Way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.778712,,,-122.39729,,Zuppa No Longer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,888,,94112,,Geneva Ave,,,,,restaurant,,,,,,,,,,,,,,american,,,,,,,,,,,,,,,,,,,,,,,,,37.7166933,,,-122.441345,,Batter Up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,San Francisco,US,,,1401,,94110,CA,Valencia Street,,,,,restaurant,,,,,,,,,,,,,,american,,,,,,,,,,,,,,,,,,,,,,,,,37.7504408,,,-122.4201368,,The Gallery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2029,,94110,,Mission St,,,,,restaurant,,,,,,,,,,,,,,sandwich,,,,,,,,,,,,,,,,,,,,,,,,,37.7645128,,,-122.4194612,,The Sandwich Place,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,San Francisco,US,,,471,,,CA,Pine Street,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7915977,,,-122.4037111,,The Occidental Cigar Club,,,,,,,,,,,,,,,,,,,,,,,,http://www.occidentalcigarclub.com,,,,,,
,,San Francisco,US,,,1541,,94118,US,Clement Street,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7823301,,,-122.4758677,,Chomp N' Swig,,,,,,,,,,,,,+1 (415) 683-5946,,,,,,,,,,,,,,,,,
,,,,,,579,,94102,,Hayes Street,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.776403,,,-122.4257961,,Two Sisters Bar and Books,,,,,,,,,,,,,+1 415 863 3655,,,,,,,,,,,http://www.2sistersbarandbooks.com/,,,,,,
,,,,,,170,,,,West Portal Avenue,,,,,restaurant,,,,,,,,,,,,,,pizza,,,,,,,,,,,,,,,,,,,,,,,,,37.7391785,,,-122.4679272,,Goat Hill Pizza,,,,,,,,,,,,,+1 (415) 242-4628,,,,,,,,,,,http://www.goathill.com,,,,,,
,,,,,,1326,,,,Grant Ave,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.8001651,,,-122.4073582,,Tope,,,,,,,,,,,,,,,,,,,,,,,,http://www.topesf.com/,,,,,,
,,,,,,397,,,,,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7847139,,,-122.4125955,,Cinna Bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,1811,,,,Haight Street,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7692181,,,-122.4522109,,Murio's Trophy Room,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,1801,,,,Market Street,,,,,restaurant,,,,,,,,,,,,,,american,,,,,,,,,,,,,,,,,,,,,,,,,37.7714169,,,-122.4237137,,It's Tops Coffee Shop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,San Francisco,,,,101,,94105,,4th Street,,,,,restaurant,,,,,,,,,,,,,,japanese,,,,,,,,,,,,,,,,,,,,,,,,,37.7843894,,,-122.4030159,,Sanraku,,,,,,,,,,,,,+1 (415) 369-6166,,,,,,,,,,,,,,,,,
,,San Francisco,,,,125,,94105,,3rd Street,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7860568,,,-122.4013648,,St. Regis Hotel Lobby Bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2495,,,,3rd Street,,,,,restaurant,,,,,,,,,,,,,,California,,,,,,,,,,,,,,,,,,,,,,,,,37.758059,,,-122.3881584,,Serpentine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,73,,94132,,Cambon Drive,,,,,restaurant,,,,,,,,,,,,,,burger,,,,,,,,,,,,,,,,,,,,,,,,,37.7176569,,,-122.4738933,,Hall of Flame,,,,,,,,,,,,,+1 (415) 584-4444,,,,,,,,,,,,,,,,,
,,,,,,69,,94132,,Cambon Drive,,,,,restaurant,,,,,,,,,,,,,,pizza,,,,,,,,,,,,,,,,,,,,,,,,,37.7176908,,,-122.4739269,,Papa John's,,,,,,,,,,,,,+1 (415) 586-7272,,,,,,,,,,,,,,,,,
,,San Francisco,US,,,150,,94127,CA,West Portal Avenue,,,,,restaurant,,,,,,,,,,,,,,italian,,,,,,,,,,,,,,,,,,,,,,,,,37.7393347,,,-122.4677426,,Trattoria da Vittorio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7933322,,,-122.3973554,,San Francisco Soup Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7606054,,,-122.5040411,,Beach Burrito,,,,,Mo-Fr 11:00-21:00; Sa 10:00-21:00; Su 10:00-20:00,,,,,,,,,,,,,,,,,,,,,,,,,
,,San Francisco,,,,683,,94107,,4th Street,,,,,restaurant,,,,,,,,,,,,,,mexican,,,,,,,,,,,,,,,,,,,,,,,,,37.7776284,,,-122.395363,,Iron Cactus,,,,,,,,,,,,,,,,,,,,,,,,http://ironcactussf.com/,,,,,,
,,,,,,730,,,,Larkin Street,,,,,restaurant,,,,,,,,,,,,,,thai,,,,,,,,,,,,,,,,,,,,,,,,,37.7845625,,,-122.4176584,,Lers Ros Thai,,,,,,,,,,,,,,,,,,,,,,,,www.lersros.com,,,,,,
,,,,,,3158,,,,Mission Street,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7467604,,,-122.4193306,,El Rio,,,,,,,,,,,,,+1 (415) 282-3325,,,,,,,,no,,,http://www.elriosf.com,limited,,,,,
,,,,,,495,,94114,,Castro Street,,,,,restaurant,,,,,,,,,,,,,,mexican,,,,,,,,,,,,,,,,,,,,,,,,,37.7610855,,,-122.4348805,,La Tortilla,,,,,,,,,,,,,+1 (415) 861-3990,,,,,,,,,,,,,,,,,
,,,,,,449,,94114,,Castro Street,,,,,restaurant,,,,,,,,,,,,,,american,,,,,,,,,,,,,,,,,,,,,,,,,37.7617125,,,-122.4349406,,Slider's Diner,,,,,,,,,,,,,+1 (415) 431-3288,,,,,,,,,,,,,,,,,
,,,,,,420,,94114,,Castro Street,,,,,restaurant,,,,,,,,,,,,,,pizza,,,,,,,,,,,,,,,,,,,,,,,,,37.7620988,,,-122.4353087,,Marcello's Pizza,,,,,,,,,,,,,+1 (415) 863-3900,,,,,,,,,,,http://marcellospizzasf.com,,,,,,
,,,,,,469,,94114,,Castro Street,,,,,restaurant,,,,,,,,,,,,,,asian,,,,,,,,,,,,,,,,,,,,,,,,,37.761478,,,-122.4349181,,Slurp Noodle Bar,,,,,,,,,,,,,+1 (415) 553-6633,,,,,,,,,,,,,,,,,
,,,,,,456,,94114,,Castro Street,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7616024,,,-122.4352611,,QBar,,,,,,,,,,,,,+1 (415) 864-2877,,,,,,,,,,,http://qbarsf.com,,,,,,
,,,,,,401,,94114,,Castro Street,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7624007,,,-122.4349982,,Twin Peaks Tavern,,,,,,,,,,,,,+1 (415) 864-9470,,,,,,,,,,,http://twinpeakstavern.com,,,,,,
,,,,,,476,,94114,,Castro Street,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7612906,,,-122.4352312,,Blush! Wine Bar,,,,,,,,,,,,,+1 (415) 558-0893,,,,,,,,,,,http://blushwinebar.com,,,,,,
,,,,,,495,,94114,,Castro Street,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7611577,,,-122.4348874,,Posh Bagels,,,,,,,,,,,,,+1 (415) 552-2767,,,,,,,,,,,,,,,,,
,,,,,,4149,,94114,,18th Street,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7607436,,,-122.4359987,,The Edge,,,,,,,,,,,,,+1 (415) 863-4027,,,,,,,,,,,http://edgesf.com,,,,,,
,,,,,,524,,94114,,Castro Street,,,,,restaurant,,,,,,,,,,,,,,chinese,,,,,,,,,,,,,,,,,,,,,,,,,37.760434,,,-122.435149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,94114,,Castro Street,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.759956,,,-122.4351032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,579,,94114,,Castro Street,,,,,restaurant,,,,,,,,,,,,,,seafood,,,,,,,,,,,,,,,,,,,,,,,,,37.7596972,,,-122.4347474,,Anchor Oyster Bar,,,,,,,,,,,,,+1 (415) 431-3990,,,,,,,,,,,http://anchoroysterbar.com,,,,,,
,,,,,,517,,94114,,Castro Street,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7605272,,,-122.434827,,The Sausage Factory,,,,,,,,,,,,,+1 (415) 626-1250,,,,,,,,,,,http://castrosausagefactory.com,,,,,,
,,,,,,,,94114,,Castro Street,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7599145,,,-122.4350992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,544,,94114,,Castro Street,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7601489,,,-122.4351217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,524,,94114,,Castro Street,,,,,restaurant,,,,,,,,,,,,,,sushi,,,,,,,,,,,,,,,,,,,,,,,,,37.7604118,,,-122.4351469,,All Season Sushi Bar,,,,,,,,,,,,,+1 (415) 626-3605,,,,,,,,,,,,,,,,,
,,,,,,599,,94114,,Castro Street,,,,,restaurant,,,,,,,,,,,,,,thai,,,,,,,,,,,,,,,,,,,,,,,,,37.7594068,,,-122.4347196,,Thai House Express,,,,,,,,,,,,,+1 (415) 864-5000,,,,,,,,,,,,,,,,,
,,,,,,500,,94114,,Castro Street,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7607716,,,-122.4351823,,Harvey's,,,,,,,,,,,,,+1 (415) 431-4278,,,,,,,,,,,http://www.harveyssf.com,,,,,,
,,,,,,4146,,94114,,18th Street,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7609305,,,-122.4358979,,Toad Hall,,,,,,,,,,,,,+1 (415) 621-2811,,,,yes,,,,,,,http://toadhallbar.com,,,,,,
,,,,,,4150,,94114,,18th Street,,,,,restaurant,,,,,,,,,,,,,,mexican,,,,,,,,,,,,,,,,,,,,,,,,,37.7609248,,,-122.4359918,,Zapata Mexican Grill,,,,,,,,,,,,,+1 (415) 861-4470,,,,yes,,,,,,,,,,,,,
,,,,,,,,94114,,18th Street,,,,,restaurant,,,,,,,,,,,,,,thai,,,,,,,,,,,,,,,,,,,,,,,,,37.7607565,,,-122.4357775,,Thai Chef,,,,,,,,,,,,,+1 (415) 551-2433,,,,,,,,,,,http://thaichefsf.com,,,,,,
,,San Francisco,,,,2274,,94123,,Lombard Street,,,,,restaurant,,,,,,,,,,,,,,regional,,,,,,,,,,,,,,,,,,,,,,,,,37.7996575,,,-122.4388599,,Home Plate,,,,,07:00-15:00,,,,,,,,,,,,,,,,,,,,,,,,,
,,San Francisco,,,,2380,,94123,,Lombard Street,,,,,restaurant,,,,,,,,,,,,,,thai,,,,,,,,,,,,,,,,,,,,,,,,,37.7994294,,,-122.4406822,,Yukol Place,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,San Francisco,US,,,3583,,94114,,16th Street,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,info@starbellysf.com,,,,,,,,,,,,,,37.7641395,,,-122.4325631,,Starbelly,,,,,Mo-Th 11:30-23:00; Fr 11:30-00:00; Sa 10:30-00:00; Su 10:30-23:00,,,,,,,,+1 415 2527500,,,,,,,,,,,http://www.starbellysf.com/,,,,,,
,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,steak_house,,,,,,,,,,,,,,,,,,,,,,,,,37.793011,,,-122.402972,,Bobs Steak and Chop House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,soup,,,,,,,,,,,,,,,,,,,,,,,,,37.793022,,,-122.400188,,San Francisco Soup Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,San Francisco,,,,88,,,,Belden Place,,,,,restaurant,,,,,,,,,,,,,,italian,,,,,,,,,,,,,,,,,,,,,,,,,37.791566,,,-122.40379,,Brindisi,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,
,,San Francisco,,,,,,,,Belden Place,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.791264,,,-122.403713,,DGF,,,Darn Good Food,,,,yes,,,,,,,,,,,,,,,,,,,,,,,
,,San Francisco,,,,509,,94110,,Valencia Street,,,,,restaurant,,,,,,,,,,,,,,pizza,,,,,,,,,,,,,,,,,,,,,,,,,37.7647024,,,-122.4217174,,Arinell Pizza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,San Francisco,US,,,1151,,94103,CA,Folsom Street,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7757691,,,-122.4088971,,Raven Bar,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,
,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,japanese,,,,,,,,,,,,,,,,,,,,,,,,,37.797691,,,-122.434018,,UMAMI,,,,,,,no,,,,,,,,,,,,yes,,,,,,,,,,,
,,San Francisco,,,,300,,94110,,Precita Avenue,,,,,restaurant,,,,,,,,info@hillsidesupperclub.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.746687,,,-122.413393,,Hillside Supper Club,,,,,,,no,,,,,,415.285.6005,,,,,,,,,,,http://hillsidesupperclub.com/,,,,,,
,,San Francisco,,,,716,,,,Kearny Street,,,,,restaurant,,,,,,,,,,,,,,chinese,,,,,,,,,,,,,,,,,,,,,,,,,37.794798,,,-122.4047041,,The Garden Restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2205,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7958593,,,-122.4236981,,Peter D's Cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,pizza,,,,,,,,,,,,,,,,,,,,,,,,,37.7997627,,,-122.4380264,,Amici's East Coast Pizza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,fried_food,,,,,,,,,,,,,,,,,,,,,,,,,37.7988645,,,-122.4423912,,Original Buffalo Wings,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,american,,,,,,,,,,,,,,,,,,,,,,,,,37.764227,,,-122.430682,,Kitchen Story,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,american,no,,,,,,,,,,,,,,,,,,,,,,,,37.75642,,,-122.419137,,Foreign Cinema,,,,,,,yes,,,,,,,,,,,no,no,,,,,,,,,,,
,,San Francisco,,,,2809,,94133,,Taylor Street,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.8084503,,,-122.4160055,,Sabella & LaTorre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,San Francisco,,,,2803,,94133,,Taylor Street,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.8084143,,,-122.4160028,,Crab Station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,sushi,,,,,,,,,,,,,,,,,,,,,,,,,37.800782,,,-122.437928,,Naked Fish Sushi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,american,,,,,yes,only,,,,,,,415 931 2719,,,,,,,,,,,,37.8004419,,,-122.4377103,,The Plant | Cafe Organic,,,,,Mo-Su 9:00-21:00,,yes,,,,,,415 931 2777,,,,,,,,,,,http://www.theplantcafe.com/location/marina,,,,,,
,,San Francisco,,,,,,,,Steiner Street,,,,,restaurant,,,,,,,,,,,,,,burger,,,,,,,,,,,,,,,,,,,,,,,,,37.800306,,,-122.4376829,,Barney's Gourmet Hamburgers,,,,,,,yes,,,,,,(415) 563-0307,,,,,,,,,,,http://www.barneyshamburgers.com/,,,,,,
,,San Francisco,,,,3314,,,CA,Steiner Street,,,,,restaurant,,,,,,,,,,,,,,italian,,,,,,,,,,,,,,,,,,,,,,,,,37.8000152,,,-122.4376243,,Ristorante Parma,,,,,Mo-Sa 17:00-22:30,,,,,,,,+1 415-567-0500,,,,,,,,,,,http://www.sfparma.com/,,,,,,
,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.8006714,,,-122.4364807,,Circa,,,,,,,no,,,,,,+1 415-351-0175,,,,,,no,,,,,http://www.circasf.com/,,,,,,
,,San Francisco,,,,3347,,,,Fillmore Street,,,,,restaurant,,,,,,,,,,,,,,sushi,,,,,,,,,,,,,,,,,,,,,,,,,37.8005116,,,-122.4363461,,Yuzu,,,,,We-Th 18:00-21:30;Fr-Sa 18:00-23:00;Su 18:00-21:30,,no,,,,,,+1 415-775-1873,,,,,,,,,,,http://www.yuzusf.com/,,,,,,
,,San Francisco,,,,2027,,,CA,Chestnut Street,,,,,restaurant,,,,,,,,,,,,,,seafood,,,,,,,,,,,,,415.440.1987,,,,,,,,,,,,37.8006438,,,-122.4367038,,Pacific Catch,,,,,11:00 -22:00,,yes,,,,,,415.440.1950,,,,,,,,,,,http://pacificcatch.com/location/marina/,,,,,,
,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,pizza,,,,,,,,,,,,,,,,,,,,,,,,,37.8002057,,,-122.4359945,,Patxi's Pizza,,,,,Su-We 11:00-22:00;Th 11:00-22:30;Fr-Sa 11:00-23:00,,,,,,,,415-345-3995,,,,,,,,,,,http://www.patxispizza.com/location/fillmore-pizza/,,,,,,
,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.798869,,,-122.4357265,,Eastside West Restaurant & Bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,San Francisco,,,,3339,,,,Steiner Street,,,,,restaurant,,,,,,,,,,,,,,sushi,,,,,,,,,,,,,,,,,,,,,,,,,37.800212,,,-122.437972,,Ace Wasabi's,,,,,,,no,,,,,,,,,,,no,no,,,,,,no,,,,,
,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,french,no,,,,,,,,,,,,,,,,,,,,,,,,37.8002385,,,-122.4376693,,Bistro Aix,,,,,Mo-Th 17:30-22:00;Fr-Sa 17:30-23:00,,no,,,,,,+1 415-202-0100,,,,,no,no,,,,,http://www.bistroaix.com/,,,,,,
,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,chinese,yes,,,,,,,,,,,,,,,,,,,,,,,,37.800047,,,-122.437922,,New Country Sky,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,
,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,american,,,,,,,,,,,,,,,,,,,,,,,,,37.752742,,,-122.408375,,St Francis Fountain,,,,,,,,,,,,,,,,,,,,,,,,,limited,Bathroom is tiny.,,,,
,,San Francisco,,,,,,,,Chestnut Street,,,,,restaurant,,,,,,,,,,,,,,mexican,,,,,,,,,,,,,,,,,,,,,,,,,37.8006331,,,-122.4367897,,Tacolicious,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,
,,San Francisco,,,,1312,,,,Chestnut Street,,,,,restaurant,,,,,,,,,,,,,,diner,,,,,,,,,,,,,,,,,,,,,,,,,37.80239,,,-122.425253,,Chestnut Diner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,San Francisco,,,,340,,,,Jefferson Street,,,,,restaurant,,,,,,,,,,,,,,seafood,,,,,,,,,,,,,,,,,,,,,,,,,37.808097,,,-122.418094,,Pompei's Grotto,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,mexican,,,,,,,,,,,,,,,,,,,,,,,,,37.8098669,,,-122.410206,,Mango's Taqueria and Cantina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,cuban,,,,,,,,,,,,,,,,,,,,,,,,,37.805207,,,-122.423161,,Latin Grill Express,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,San Francisco,,,,801,,94107,,22nd Street,,,,,restaurant,,,,,,,,,,,,,,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,37.757862,,,-122.38928,,Chocolate Lab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,San Francisco,,,,732,,94107,,22nd Street,,,,,restaurant,,,,,,,,,,,,,,Diner,,,,,,,,,,,,,,,,,,,,,,,,,37.7580168,,,-122.3889474,,Just For You,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,San Francisco,,,,632,,94107,,20th Street,,,,,restaurant,,,,,,,,,,,,,,mexican,,,,,,,,,,,,,,,,,,,,,,,,,37.7606452,,,-122.3881231,,The New Spot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,San Francisco,,,,2427,,94107,,3rd Street,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7591976,,,-122.3878586,,Gilberth's Rotisserie & Grill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,San Francisco,,,,1700,,94158,,Owens Street,,,,,restaurant,,,,,,,,,,,,,,crepe,,,,,,,,,,,,,,,,,,,,,,,,,37.7670171,,,-122.3940123,,Z Crepés,,,,,,,,,,,,,+415-503-1824,,,,,,,,,,,,yes,,,,,
,,,,,,115,,94102,,Mason Street,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7846208,,,-122.409519,,Union Square Sports Bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7891529,,,-122.4029436,,Chaat Cafe Express,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
